criteria_prescribing_txt_id,criteria_type,parameter_relationship,schedule_code
"25998","CLINICAL","ANY","4535"
"26000","CLINICAL","ANY","4535"
"26002","CLINICAL","ANY","4535"
"26011","CLINICAL","ANY","4535"
"26013","CLINICAL","ANY","4535"
"26018","CLINICAL","ANY","4535"
"26076","CLINICAL","ANY","4535"
"26080","TREATMENT","ANY","4535"
"26083","POPULATION","ANY","4535"
"26164","TREATMENT","ANY","4535"
"26166","CLINICAL","ANY","4535"
"26167","CLINICAL","ANY","4535"
"26171","CLINICAL","ANY","4535"
"26275","CLINICAL","ANY","4535"
"26331","CLINICAL","ANY","4535"
"26354","CLINICAL","ANY","4535"
"26356","CLINICAL","ANY","4535"
"26367","TREATMENT","ANY","4535"
"26373","CLINICAL","ANY","4535"
"26377","CLINICAL","ANY","4535"
"26382","CLINICAL","ANY","4535"
"26393","CLINICAL","ANY","4535"
"26398","CLINICAL","ANY","4535"
"26403","CLINICAL","ANY","4535"
"26410","CLINICAL","ANY","4535"
"26412","CLINICAL","ANY","4535"
"26414","CLINICAL","ANY","4535"
"26439","CLINICAL","ANY","4535"
"26446","CLINICAL","ANY","4535"
"26448","CLINICAL","ANY","4535"
"26451","CLINICAL","ANY","4535"
"26468","CLINICAL","ANY","4535"
"26471","CLINICAL","ANY","4535"
"26473","CLINICAL","ANY","4535"
"26475","CLINICAL","ANY","4535"
"26479","CLINICAL","ANY","4535"
"26482","CLINICAL","ANY","4535"
"26485","CLINICAL","ANY","4535"
"26487","CLINICAL","ANY","4535"
"26489","CLINICAL","ANY","4535"
"26491","TREATMENT","ANY","4535"
"26512","CLINICAL","ANY","4535"
"26514","CLINICAL","ANY","4535"
"26516","CLINICAL","ANY","4535"
"26518","CLINICAL","ANY","4535"
"26520","CLINICAL","ANY","4535"
"26522","CLINICAL","ANY","4535"
"26526","CLINICAL","ANY","4535"
"26527","CLINICAL","ANY","4535"
"26530","CLINICAL","ANY","4535"
"26532","CLINICAL","ANY","4535"
"26551","CLINICAL","ANY","4535"
"26575","CLINICAL","ANY","4535"
"26580","CLINICAL","ANY","4535"
"26586","CLINICAL","ANY","4535"
"26588","CLINICAL","ANY","4535"
"26592","CLINICAL","ANY","4535"
"26593","CLINICAL","ANY","4535"
"26594","CLINICAL","ANY","4535"
"26611","CLINICAL","ANY","4535"
"26622","CLINICAL","ANY","4535"
"26626","CLINICAL","ANY","4535"
"26648","CLINICAL","ANY","4535"
"26656","CLINICAL","ANY","4535"
"26674","CLINICAL","ANY","4535"
"26679","TREATMENT","ANY","4535"
"26685","CLINICAL","ANY","4535"
"26693","TREATMENT","ANY","4535"
"26699","TREATMENT","ANY","4535"
"26712","CLINICAL","ANY","4535"
"26715","CLINICAL","ANY","4535"
"26717","CLINICAL","ANY","4535"
"26720","CLINICAL","ANY","4535"
"26722","CLINICAL","ANY","4535"
"26724","TREATMENT","ANY","4535"
"26726","POPULATION","ANY","4535"
"26728","CLINICAL","ANY","4535"
"26773","CLINICAL","ANY","4535"
"26775","CLINICAL","ANY","4535"
"26795","CLINICAL","ANY","4535"
"26838","TREATMENT","ANY","4535"
"26840","CLINICAL","ANY","4535"
"26845","CLINICAL","ANY","4535"
"26866","CLINICAL","ANY","4535"
"26899","TREATMENT","ANY","4535"
"26902","CLINICAL","ANY","4535"
"26911","CLINICAL","ANY","4535"
"26922","CLINICAL","ANY","4535"
"26924","CLINICAL","ANY","4535"
"26931","CLINICAL","ANY","4535"
"26935","CLINICAL","ANY","4535"
"26942","CLINICAL","ANY","4535"
"27001","CLINICAL","ANY","4535"
"27009","CLINICAL","ANY","4535"
"27053","CLINICAL","ANY","4535"
"27055","CLINICAL","ANY","4535"
"27057","CLINICAL","ANY","4535"
"27060","CLINICAL","ANY","4535"
"27073","CLINICAL","ANY","4535"
"27075","CLINICAL","ANY","4535"
"27077","CLINICAL","ANY","4535"
"27086","CLINICAL","ANY","4535"
"27091","CLINICAL","ANY","4535"
"27152","CLINICAL","ANY","4535"
"27154","CLINICAL","ANY","4535"
"27156","CLINICAL","ANY","4535"
"27161","TREATMENT","ANY","4535"
"27163","CLINICAL","ANY","4535"
"27166","CLINICAL","ANY","4535"
"27168","CLINICAL","ANY","4535"
"27169","CLINICAL","ANY","4535"
"27172","CLINICAL","ANY","4535"
"27173","CLINICAL","ANY","4535"
"27185","CLINICAL","ANY","4535"
"27186","CLINICAL","ANY","4535"
"27228","CLINICAL","ANY","4535"
"27230","TREATMENT","ANY","4535"
"27232","TREATMENT","ANY","4535"
"27234","TREATMENT","ANY","4535"
"27238","CLINICAL","ANY","4535"
"27240","TREATMENT","ANY","4535"
"27242","TREATMENT","ANY","4535"
"27244","POPULATION","ANY","4535"
"27248","POPULATION","ANY","4535"
"27250","TREATMENT","ANY","4535"
"27267","CLINICAL","ANY","4535"
"27268","CLINICAL","ANY","4535"
"27274","CLINICAL","ANY","4535"
"27321","CLINICAL","ANY","4535"
"27323","TREATMENT","ANY","4535"
"27347","CLINICAL","ANY","4535"
"27350","CLINICAL","ANY","4535"
"27352","CLINICAL","ANY","4535"
"27366","CLINICAL","ANY","4535"
"27379","CLINICAL","ANY","4535"
"27381","CLINICAL","ANY","4535"
"27388","CLINICAL","ANY","4535"
"27406","CLINICAL","ANY","4535"
"27407","CLINICAL","ANY","4535"
"27414","CLINICAL","ANY","4535"
"27433","CLINICAL","ANY","4535"
"27434","CLINICAL","ANY","4535"
"27481","CLINICAL","ANY","4535"
"27483","CLINICAL","ANY","4535"
"27490","TREATMENT","ANY","4535"
"27492","TREATMENT","ANY","4535"
"27495","TREATMENT","ANY","4535"
"27497","CLINICAL","ANY","4535"
"27503","TREATMENT","ANY","4535"
"27506","CLINICAL","ANY","4535"
"27508","CLINICAL","ANY","4535"
"27512","CLINICAL","ANY","4535"
"27520","CLINICAL","ANY","4535"
"27521","TREATMENT","ANY","4535"
"27523","CLINICAL","ANY","4535"
"27525","CLINICAL","ANY","4535"
"27541","CLINICAL","ANY","4535"
"27543","CLINICAL","ANY","4535"
"27560","CLINICAL","ANY","4535"
"27580","CLINICAL","ANY","4535"
"27583","CLINICAL","ANY","4535"
"27587","TREATMENT","ANY","4535"
"27591","CLINICAL","ANY","4535"
"27593","CLINICAL","ANY","4535"
"27598","CLINICAL","ANY","4535"
"27600","CLINICAL","ANY","4535"
"27604","CLINICAL","ANY","4535"
"27607","TREATMENT","ANY","4535"
"27612","CLINICAL","ANY","4535"
"27618","CLINICAL","ANY","4535"
"27646","CLINICAL","ANY","4535"
"27651","CLINICAL","ANY","4535"
"27653","CLINICAL","ANY","4535"
"27658","CLINICAL","ANY","4535"
"27660","CLINICAL","ANY","4535"
"27663","CLINICAL","ANY","4535"
"27723","CLINICAL","ANY","4535"
"27761","CLINICAL","ANY","4535"
"27763","CLINICAL","ANY","4535"
"27765","CLINICAL","ANY","4535"
"27767","TREATMENT","ANY","4535"
"27769","TREATMENT","ANY","4535"
"27771","POPULATION","ANY","4535"
"27776","CLINICAL","ANY","4535"
"27778","CLINICAL","ANY","4535"
"27782","TREATMENT","ANY","4535"
"27800","CLINICAL","ANY","4535"
"27803","CLINICAL","ANY","4535"
"27806","CLINICAL","ANY","4535"
"27849","CLINICAL","ANY","4535"
"27867","CLINICAL","ANY","4535"
"27870","CLINICAL","ANY","4535"
"27874","CLINICAL","ANY","4535"
"27876","CLINICAL","ANY","4535"
"27877","CLINICAL","ANY","4535"
"27880","CLINICAL","ANY","4535"
"27882","TREATMENT","ANY","4535"
"27884","TREATMENT","ANY","4535"
"27889","CLINICAL","ANY","4535"
"27895","TREATMENT","ANY","4535"
"27897","CLINICAL","ANY","4535"
"27900","CLINICAL","ANY","4535"
"27912","TREATMENT","ANY","4535"
"27946","POPULATION","ANY","4535"
"27949","POPULATION","ANY","4535"
"27957","TREATMENT","ANY","4535"
"27959","TREATMENT","ANY","4535"
"27961","CLINICAL","ANY","4535"
"27963","CLINICAL","ANY","4535"
"27964","CLINICAL","ANY","4535"
"27968","TREATMENT","ANY","4535"
"27982","TREATMENT","ANY","4535"
"28020","CLINICAL","ANY","4535"
"28039","CLINICAL","ANY","4535"
"28042","CLINICAL","ANY","4535"
"28049","TREATMENT","ANY","4535"
"28050","CLINICAL","ANY","4535"
"28052","TREATMENT","ANY","4535"
"28054","CLINICAL","ANY","4535"
"28056","CLINICAL","ANY","4535"
"28058","CLINICAL","ANY","4535"
"28061","CLINICAL","ANY","4535"
"28063","CLINICAL","ANY","4535"
"28065","CLINICAL","ANY","4535"
"28069","CLINICAL","ANY","4535"
"28071","TREATMENT","ANY","4535"
"28076","CLINICAL","ANY","4535"
"28080","CLINICAL","ANY","4535"
"28083","CLINICAL","ANY","4535"
"28085","TREATMENT","ANY","4535"
"28090","CLINICAL","ANY","4535"
"28102","CLINICAL","ANY","4535"
"28120","CLINICAL","ANY","4535"
"28122","CLINICAL","ANY","4535"
"28140","CLINICAL","ANY","4535"
"28144","CLINICAL","ANY","4535"
"28146","CLINICAL","ANY","4535"
"28148","CLINICAL","ANY","4535"
"28150","CLINICAL","ANY","4535"
"28153","CLINICAL","ANY","4535"
"28155","CLINICAL","ANY","4535"
"28157","CLINICAL","ANY","4535"
"28162","CLINICAL","ANY","4535"
"28166","CLINICAL","ANY","4535"
"28168","CLINICAL","ANY","4535"
"28170","CLINICAL","ANY","4535"
"28173","CLINICAL","ANY","4535"
"28174","CLINICAL","ANY","4535"
"28177","CLINICAL","ANY","4535"
"28200","CLINICAL","ANY","4535"
"28202","CLINICAL","ANY","4535"
"28221","TREATMENT","ANY","4535"
"28223","TREATMENT","ANY","4535"
"28227","TREATMENT","ANY","4535"
"28230","CLINICAL","ANY","4535"
"28241","CLINICAL","ANY","4535"
"28249","CLINICAL","ANY","4535"
"28251","TREATMENT","ANY","4535"
"28273","CLINICAL","ANY","4535"
"28277","CLINICAL","ANY","4535"
"28280","CLINICAL","ANY","4535"
"28283","TREATMENT","ANY","4535"
"28285","TREATMENT","ANY","4535"
"28306","CLINICAL","ANY","4535"
"28308","TREATMENT","ANY","4535"
"28311","TREATMENT","ANY","4535"
"28313","TREATMENT","ANY","4535"
"28315","TREATMENT","ANY","4535"
"28318","CLINICAL","ANY","4535"
"28320","CLINICAL","ANY","4535"
"28322","TREATMENT","ANY","4535"
"28341","CLINICAL","ANY","4535"
"28343","CLINICAL","ANY","4535"
"28345","CLINICAL","ANY","4535"
"28351","CLINICAL","ANY","4535"
"28355","CLINICAL","ANY","4535"
"28357","CLINICAL","ANY","4535"
"28361","CLINICAL","ANY","4535"
"28362","TREATMENT","ANY","4535"
"28365","CLINICAL","ANY","4535"
"28367","CLINICAL","ANY","4535"
"28369","CLINICAL","ANY","4535"
"28372","CLINICAL","ANY","4535"
"28375","CLINICAL","ANY","4535"
"28382","TREATMENT","ANY","4535"
"28386","CLINICAL","ANY","4535"
"28388","CLINICAL","ANY","4535"
"28394","CLINICAL","ANY","4535"
"28398","CLINICAL","ANY","4535"
"28413","CLINICAL","ANY","4535"
"28415","CLINICAL","ANY","4535"
"28418","CLINICAL","ANY","4535"
"28421","CLINICAL","ANY","4535"
"28423","CLINICAL","ANY","4535"
"28425","CLINICAL","ANY","4535"
"28427","CLINICAL","ANY","4535"
"28429","CLINICAL","ANY","4535"
"28437","CLINICAL","ANY","4535"
"28442","CLINICAL","ANY","4535"
"28444","CLINICAL","ANY","4535"
"28446","CLINICAL","ANY","4535"
"28452","CLINICAL","ANY","4535"
"28454","CLINICAL","ANY","4535"
"28460","CLINICAL","ANY","4535"
"28462","CLINICAL","ANY","4535"
"28464","CLINICAL","ANY","4535"
"28472","CLINICAL","ANY","4535"
"28476","CLINICAL","ANY","4535"
"28478","CLINICAL","ANY","4535"
"28485","CLINICAL","ANY","4535"
"28487","CLINICAL","ANY","4535"
"28491","CLINICAL","ANY","4535"
"28495","CLINICAL","ANY","4535"
"28498","CLINICAL","ANY","4535"
"28499","CLINICAL","ANY","4535"
"28502","CLINICAL","ANY","4535"
"28503","CLINICAL","ANY","4535"
"28520","CLINICAL","ANY","4535"
"28522","CLINICAL","ANY","4535"
"28524","CLINICAL","ANY","4535"
"28527","CLINICAL","ANY","4535"
"28529","CLINICAL","ANY","4535"
"28531","CLINICAL","ANY","4535"
"28533","CLINICAL","ANY","4535"
"28535","CLINICAL","ANY","4535"
"28537","CLINICAL","ANY","4535"
"28539","CLINICAL","ANY","4535"
"28541","CLINICAL","ANY","4535"
"28545","CLINICAL","ANY","4535"
"28547","CLINICAL","ANY","4535"
"28549","CLINICAL","ANY","4535"
"28555","CLINICAL","ANY","4535"
"28556","CLINICAL","ANY","4535"
"28560","CLINICAL","ANY","4535"
"28562","CLINICAL","ANY","4535"
"28565","CLINICAL","ANY","4535"
"28567","CLINICAL","ANY","4535"
"28569","CLINICAL","ANY","4535"
"28572","CLINICAL","ANY","4535"
"28573","CLINICAL","ANY","4535"
"28575","CLINICAL","ANY","4535"
"28580","CLINICAL","ANY","4535"
"28582","CLINICAL","ANY","4535"
"28587","CLINICAL","ANY","4535"
"28589","CLINICAL","ANY","4535"
"28593","CLINICAL","ANY","4535"
"28596","CLINICAL","ANY","4535"
"28629","CLINICAL","ANY","4535"
"28636","CLINICAL","ANY","4535"
"28642","CLINICAL","ANY","4535"
"28644","CLINICAL","ANY","4535"
"28658","CLINICAL","ANY","4535"
"28660","CLINICAL","ANY","4535"
"28662","CLINICAL","ANY","4535"
"28669","CLINICAL","ANY","4535"
"28671","CLINICAL","ANY","4535"
"28673","CLINICAL","ANY","4535"
"28679","TREATMENT","ANY","4535"
"28683","TREATMENT","ANY","4535"
"28685","TREATMENT","ANY","4535"
"28689","CLINICAL","ANY","4535"
"28701","CLINICAL","ANY","4535"
"28703","CLINICAL","ANY","4535"
"28726","CLINICAL","ANY","4535"
"28728","TREATMENT","ANY","4535"
"28745","CLINICAL","ANY","4535"
"28748","CLINICAL","ANY","4535"
"28750","CLINICAL","ANY","4535"
"28752","CLINICAL","ANY","4535"
"28757","CLINICAL","ANY","4535"
"28762","CLINICAL","ANY","4535"
"28767","CLINICAL","ANY","4535"
"28772","CLINICAL","ANY","4535"
"28773","CLINICAL","ANY","4535"
"28776","CLINICAL","ANY","4535"
"28781","CLINICAL","ANY","4535"
"28791","CLINICAL","ANY","4535"
"28794","CLINICAL","ANY","4535"
"28796","TREATMENT","ANY","4535"
"28799","TREATMENT","ANY","4535"
"28800","POPULATION","ANY","4535"
"28802","TREATMENT","ANY","4535"
"28804","POPULATION","ANY","4535"
"28807","POPULATION","ANY","4535"
"28809","CLINICAL","ANY","4535"
"28811","TREATMENT","ANY","4535"
"28814","TREATMENT","ANY","4535"
"28816","TREATMENT","ANY","4535"
"28821","CLINICAL","ANY","4535"
"28826","CLINICAL","ANY","4535"
"28828","TREATMENT","ANY","4535"
"28831","POPULATION","ANY","4535"
"28836","POPULATION","ANY","4535"
"28850","CLINICAL","ANY","4535"
"28852","CLINICAL","ANY","4535"
"28854","CLINICAL","ANY","4535"
"28867","CLINICAL","ANY","4535"
"28879","CLINICAL","ANY","4535"
"28883","CLINICAL","ANY","4535"
"28901","CLINICAL","ANY","4535"
"28903","TREATMENT","ANY","4535"
"28945","CLINICAL","ANY","4535"
"29002","CLINICAL","ANY","4535"
"29006","CLINICAL","ANY","4535"
"29008","TREATMENT","ANY","4535"
"29010","POPULATION","ANY","4535"
"29015","CLINICAL","ANY","4535"
"29018","TREATMENT","ANY","4535"
"29020","CLINICAL","ANY","4535"
"29047","CLINICAL","ANY","4535"
"29049","TREATMENT","ANY","4535"
"29057","TREATMENT","ANY","4535"
"29059","TREATMENT","ANY","4535"
"29069","TREATMENT","ANY","4535"
"29072","CLINICAL","ANY","4535"
"29095","CLINICAL","ANY","4535"
"29098","CLINICAL","ANY","4535"
"29104","CLINICAL","ANY","4535"
"29149","CLINICAL","ANY","4535"
"29151","TREATMENT","ANY","4535"
"29155","CLINICAL","ANY","4535"
"29180","CLINICAL","ANY","4535"
"29183","CLINICAL","ANY","4535"
"29187","CLINICAL","ANY","4535"
"29192","CLINICAL","ANY","4535"
"29215","POPULATION","ANY","4535"
"29217","CLINICAL","ANY","4535"
"29218","CLINICAL","ANY","4535"
"29226","CLINICAL","ANY","4535"
"29228","CLINICAL","ANY","4535"
"29241","CLINICAL","ANY","4535"
"29249","CLINICAL","ANY","4535"
"29251","CLINICAL","ANY","4535"
"29253","CLINICAL","ANY","4535"
"29256","CLINICAL","ANY","4535"
"29258","CLINICAL","ANY","4535"
"29259","CLINICAL","ANY","4535"
"29267","CLINICAL","ANY","4535"
"29270","TREATMENT","ANY","4535"
"29274","CLINICAL","ANY","4535"
"29319","CLINICAL","ANY","4535"
"29320","CLINICAL","ANY","4535"
"29328","CLINICAL","ANY","4535"
"29330","POPULATION","ANY","4535"
"29333","POPULATION","ANY","4535"
"29337","POPULATION","ANY","4535"
"29340","CLINICAL","ANY","4535"
"29342","CLINICAL","ANY","4535"
"29344","CLINICAL","ANY","4535"
"29346","CLINICAL","ANY","4535"
"29348","CLINICAL","ANY","4535"
"29351","CLINICAL","ANY","4535"
"29354","CLINICAL","ANY","4535"
"29356","CLINICAL","ANY","4535"
"29360","CLINICAL","ANY","4535"
"29363","CLINICAL","ANY","4535"
"29365","CLINICAL","ANY","4535"
"29367","CLINICAL","ANY","4535"
"29370","TREATMENT","ANY","4535"
"29372","POPULATION","ANY","4535"
"29375","CLINICAL","ANY","4535"
"29380","CLINICAL","ANY","4535"
"29382","CLINICAL","ANY","4535"
"29384","TREATMENT","ANY","4535"
"29386","TREATMENT","ANY","4535"
"29417","CLINICAL","ANY","4535"
"29440","CLINICAL","ANY","4535"
"29443","CLINICAL","ANY","4535"
"29455","TREATMENT","ANY","4535"
"29465","CLINICAL","ANY","4535"
"29467","TREATMENT","ANY","4535"
"29472","CLINICAL","ANY","4535"
"29475","CLINICAL","ANY","4535"
"29477","TREATMENT","ANY","4535"
"29501","POPULATION","ANY","4535"
"29503","POPULATION","ANY","4535"
"29506","TREATMENT","ANY","4535"
"29508","TREATMENT","ANY","4535"
"29514","POPULATION","ANY","4535"
"29516","POPULATION","ANY","4535"
"29519","TREATMENT","ANY","4535"
"29524","CLINICAL","ANY","4535"
"29540","CLINICAL","ANY","4535"
"29571","CLINICAL","ANY","4535"
"29573","CLINICAL","ANY","4535"
"29575","CLINICAL","ANY","4535"
"29577","CLINICAL","ANY","4535"
"29601","CLINICAL","ANY","4535"
"29603","CLINICAL","ANY","4535"
"29607","TREATMENT","ANY","4535"
"29615","CLINICAL","ANY","4535"
"29617","CLINICAL","ANY","4535"
"29619","CLINICAL","ANY","4535"
"29621","TREATMENT","ANY","4535"
"29623","TREATMENT","ANY","4535"
"29630","TREATMENT","ANY","4535"
"29636","TREATMENT","ANY","4535"
"29638","TREATMENT","ANY","4535"
"29648","TREATMENT","ANY","4535"
"29650","CLINICAL","ANY","4535"
"29652","TREATMENT","ANY","4535"
"29654","CLINICAL","ANY","4535"
"29655","CLINICAL","ANY","4535"
"29660","CLINICAL","ANY","4535"
"29663","CLINICAL","ANY","4535"
"29668","TREATMENT","ANY","4535"
"29670","TREATMENT","ANY","4535"
"29679","CLINICAL","ANY","4535"
"29702","TREATMENT","ANY","4535"
"29704","TREATMENT","ANY","4535"
"29708","CLINICAL","ANY","4535"
"29710","TREATMENT","ANY","4535"
"29714","CLINICAL","ANY","4535"
"29716","CLINICAL","ANY","4535"
"29740","CLINICAL","ANY","4535"
"29750","CLINICAL","ANY","4535"
"29776","CLINICAL","ANY","4535"
"29781","CLINICAL","ANY","4535"
"29802","CLINICAL","ANY","4535"
"29804","CLINICAL","ANY","4535"
"29812","CLINICAL","ANY","4535"
"29823","POPULATION","ANY","4535"
"29825","CLINICAL","ANY","4535"
"29827","CLINICAL","ANY","4535"
"29829","CLINICAL","ANY","4535"
"29831","CLINICAL","ANY","4535"
"29835","TREATMENT","ANY","4535"
"29837","CLINICAL","ANY","4535"
"29861","TREATMENT","ANY","4535"
"29863","TREATMENT","ANY","4535"
"29885","POPULATION","ANY","4535"
"29888","POPULATION","ANY","4535"
"29895","CLINICAL","ANY","4535"
"29897","CLINICAL","ANY","4535"
"29899","CLINICAL","ANY","4535"
"29901","CLINICAL","ANY","4535"
"29903","CLINICAL","ANY","4535"
"29923","CLINICAL","ANY","4535"
"29924","CLINICAL","ANY","4535"
"29925","CLINICAL","ANY","4535"
"29926","CLINICAL","ANY","4535"
"29927","CLINICAL","ANY","4535"
"29929","CLINICAL","ANY","4535"
"29938","CLINICAL","ANY","4535"
"29939","CLINICAL","ANY","4535"
"29940","CLINICAL","ANY","4535"
"29962","CLINICAL","ANY","4535"
"29965","CLINICAL","ANY","4535"
"29967","CLINICAL","ANY","4535"
"29969","CLINICAL","ANY","4535"
"29972","CLINICAL","ANY","4535"
"29976","CLINICAL","ANY","4535"
"29989","CLINICAL","ANY","4535"
"29992","CLINICAL","ANY","4535"
"29994","CLINICAL","ANY","4535"
"29996","CLINICAL","ANY","4535"
"29998","CLINICAL","ANY","4535"
"30000","CLINICAL","ANY","4535"
"30021","CLINICAL","ANY","4535"
"30040","CLINICAL","ANY","4535"
"30043","CLINICAL","ANY","4535"
"30108","CLINICAL","ANY","4535"
"30110","CLINICAL","ANY","4535"
"30123","TREATMENT","ANY","4535"
"30125","TREATMENT","ANY","4535"
"30141","POPULATION","ANY","4535"
"30160","CLINICAL","ANY","4535"
"30228","CLINICAL","ANY","4535"
"30242","CLINICAL","ANY","4535"
"30244","CLINICAL","ANY","4535"
"30246","CLINICAL","ANY","4535"
"30251","CLINICAL","ANY","4535"
"30264","CLINICAL","ANY","4535"
"30268","CLINICAL","ANY","4535"
"30270","CLINICAL","ANY","4535"
"30278","CLINICAL","ANY","4535"
"30280","CLINICAL","ANY","4535"
"30282","TREATMENT","ANY","4535"
"30284","TREATMENT","ANY","4535"
"30305","CLINICAL","ANY","4535"
"30321","CLINICAL","ANY","4535"
"30323","CLINICAL","ANY","4535"
"30326","TREATMENT","ANY","4535"
"30328","CLINICAL","ANY","4535"
"30331","CLINICAL","ANY","4535"
"30337","CLINICAL","ANY","4535"
"30339","CLINICAL","ANY","4535"
"30343","CLINICAL","ANY","4535"
"30345","CLINICAL","ANY","4535"
"30382","CLINICAL","ANY","4535"
"30385","CLINICAL","ANY","4535"
"30387","CLINICAL","ANY","4535"
"30389","CLINICAL","ANY","4535"
"30391","CLINICAL","ANY","4535"
"30393","CLINICAL","ANY","4535"
"30397","CLINICAL","ANY","4535"
"30403","TREATMENT","ANY","4535"
"30411","CLINICAL","ANY","4535"
"30414","POPULATION","ANY","4535"
"30420","CLINICAL","ANY","4535"
"30422","CLINICAL","ANY","4535"
"30424","CLINICAL","ANY","4535"
"30426","CLINICAL","ANY","4535"
"30431","CLINICAL","ANY","4535"
"30433","CLINICAL","ANY","4535"
"30435","CLINICAL","ANY","4535"
"30437","CLINICAL","ANY","4535"
"30439","TREATMENT","ANY","4535"
"30441","CLINICAL","ANY","4535"
"30449","CLINICAL","ANY","4535"
"30451","POPULATION","ANY","4535"
"30464","CLINICAL","ANY","4535"
"30466","CLINICAL","ANY","4535"
"30471","CLINICAL","ANY","4535"
"30474","CLINICAL","ANY","4535"
"30482","TREATMENT","ANY","4535"
"30487","CLINICAL","ANY","4535"
"30489","CLINICAL","ANY","4535"
"30491","POPULATION","ANY","4535"
"30494","TREATMENT","ANY","4535"
"30498","CLINICAL","ANY","4535"
"30500","TREATMENT","ANY","4535"
"30503","CLINICAL","ANY","4535"
"30521","CLINICAL","ANY","4535"
"30523","CLINICAL","ANY","4535"
"30526","TREATMENT","ANY","4535"
"30530","CLINICAL","ANY","4535"
"30535","CLINICAL","ANY","4535"
"30540","CLINICAL","ANY","4535"
"30547","CLINICAL","ANY","4535"
"30580","CLINICAL","ANY","4535"
"30582","CLINICAL","ANY","4535"
"30584","CLINICAL","ANY","4535"
"30586","CLINICAL","ANY","4535"
"30588","CLINICAL","ANY","4535"
"30590","CLINICAL","ANY","4535"
"30592","CLINICAL","ANY","4535"
"30597","CLINICAL","ANY","4535"
"30604","CLINICAL","ANY","4535"
"30606","CLINICAL","ANY","4535"
"30636","CLINICAL","ANY","4535"
"30646","TREATMENT","ANY","4535"
"30661","CLINICAL","ANY","4535"
"30684","CLINICAL","ANY","4535"
"30690","CLINICAL","ANY","4535"
"30711","CLINICAL","ANY","4535"
"30717","CLINICAL","ANY","4535"
"30720","CLINICAL","ANY","4535"
"30722","CLINICAL","ANY","4535"
"30725","CLINICAL","ANY","4535"
"30726","CLINICAL","ANY","4535"
"30730","CLINICAL","ANY","4535"
"30741","CLINICAL","ANY","4535"
"30743","CLINICAL","ANY","4535"
"30745","CLINICAL","ANY","4535"
"30747","CLINICAL","ANY","4535"
"30749","CLINICAL","ANY","4535"
"30751","CLINICAL","ANY","4535"
"30762","CLINICAL","ANY","4535"
"30764","CLINICAL","ANY","4535"
"30766","CLINICAL","ANY","4535"
"30769","TREATMENT","ANY","4535"
"30842","POPULATION","ANY","4535"
"30844","CLINICAL","ANY","4535"
"30846","CLINICAL","ANY","4535"
"30848","CLINICAL","ANY","4535"
"30852","TREATMENT","ANY","4535"
"30860","TREATMENT","ANY","4535"
"30881","CLINICAL","ANY","4535"
"30883","CLINICAL","ANY","4535"
"30893","CLINICAL","ANY","4535"
"30899","CLINICAL","ANY","4535"
"30911","CLINICAL","ANY","4535"
"30915","CLINICAL","ANY","4535"
"30918","CLINICAL","ANY","4535"
"30920","CLINICAL","ANY","4535"
"30922","CLINICAL","ANY","4535"
"30924","CLINICAL","ANY","4535"
"30927","CLINICAL","ANY","4535"
"30930","CLINICAL","ANY","4535"
"30939","CLINICAL","ANY","4535"
"30953","CLINICAL","ANY","4535"
"30956","TREATMENT","ANY","4535"
"30973","CLINICAL","ANY","4535"
"30993","CLINICAL","ANY","4535"
"30995","CLINICAL","ANY","4535"
"30998","CLINICAL","ANY","4535"
"31001","CLINICAL","ANY","4535"
"31003","CLINICAL","ANY","4535"
"31005","CLINICAL","ANY","4535"
"31026","TREATMENT","ANY","4535"
"31031","CLINICAL","ANY","4535"
"31045","CLINICAL","ANY","4535"
"31066","CLINICAL","ANY","4535"
"31067","TREATMENT","ANY","4535"
"31069","CLINICAL","ANY","4535"
"31114","TREATMENT","ANY","4535"
"31121","TREATMENT","ANY","4535"
"31123","TREATMENT","ANY","4535"
"31125","TREATMENT","ANY","4535"
"31127","TREATMENT","ANY","4535"
"31130","TREATMENT","ANY","4535"
"31132","TREATMENT","ANY","4535"
"31152","TREATMENT","ANY","4535"
"31156","CLINICAL","ANY","4535"
"31162","CLINICAL","ANY","4535"
"31163","CLINICAL","ANY","4535"
"31166","CLINICAL","ANY","4535"
"31168","CLINICAL","ANY","4535"
"31170","CLINICAL","ANY","4535"
"31173","CLINICAL","ANY","4535"
"31176","CLINICAL","ANY","4535"
"31178","CLINICAL","ANY","4535"
"31180","CLINICAL","ANY","4535"
"31183","TREATMENT","ANY","4535"
"31187","CLINICAL","ANY","4535"
"31200","CLINICAL","ANY","4535"
"31213","CLINICAL","ANY","4535"
"31220","CLINICAL","ANY","4535"
"31223","CLINICAL","ANY","4535"
"31232","CLINICAL","ANY","4535"
"31234","CLINICAL","ANY","4535"
"31265","CLINICAL","ANY","4535"
"31267","CLINICAL","ANY","4535"
"31273","CLINICAL","ANY","4535"
"31275","CLINICAL","ANY","4535"
"31276","CLINICAL","ANY","4535"
"31281","CLINICAL","ANY","4535"
"31283","CLINICAL","ANY","4535"
"31285","CLINICAL","ANY","4535"
"31290","TREATMENT","ANY","4535"
"31292","CLINICAL","ANY","4535"
"31293","CLINICAL","ANY","4535"
"31298","CLINICAL","ANY","4535"
"31303","CLINICAL","ANY","4535"
"31313","CLINICAL","ANY","4535"
