pbs_code,prescriber_code,prescriber_type,schedule_code
"13865R","N","Nurse Practitioners","4535"
"13866T","M","Medical Practitioners","4535"
"13866T","N","Nurse Practitioners","4535"
"13867W","M","Medical Practitioners","4535"
"13867W","N","Nurse Practitioners","4535"
"13868X","M","Medical Practitioners","4535"
"13868X","N","Nurse Practitioners","4535"
"13869Y","M","Medical Practitioners","4535"
"13869Y","N","Nurse Practitioners","4535"
"13870B","M","Medical Practitioners","4535"
"13870B","N","Nurse Practitioners","4535"
"13871C","M","Medical Practitioners","4535"
"13871C","N","Nurse Practitioners","4535"
"13872D","M","Medical Practitioners","4535"
"13872D","N","Nurse Practitioners","4535"
"13873E","M","Medical Practitioners","4535"
"13873E","N","Nurse Practitioners","4535"
"13874F","M","Medical Practitioners","4535"
"13874F","N","Nurse Practitioners","4535"
"13875G","M","Medical Practitioners","4535"
"13875G","N","Nurse Practitioners","4535"
"13876H","M","Medical Practitioners","4535"
"13876H","N","Nurse Practitioners","4535"
"13877J","M","Medical Practitioners","4535"
"13877J","N","Nurse Practitioners","4535"
"13878K","M","Medical Practitioners","4535"
"13878K","N","Nurse Practitioners","4535"
"13879L","M","Medical Practitioners","4535"
"13879L","N","Nurse Practitioners","4535"
"13880M","M","Medical Practitioners","4535"
"13880M","N","Nurse Practitioners","4535"
"13881N","M","Medical Practitioners","4535"
"13882P","M","Medical Practitioners","4535"
"13883Q","M","Medical Practitioners","4535"
"13883Q","N","Nurse Practitioners","4535"
"13884R","M","Medical Practitioners","4535"
"13884R","N","Nurse Practitioners","4535"
"13885T","M","Medical Practitioners","4535"
"13886W","M","Medical Practitioners","4535"
"13887X","M","Medical Practitioners","4535"
"13887X","N","Nurse Practitioners","4535"
"13888Y","M","Medical Practitioners","4535"
"13888Y","N","Nurse Practitioners","4535"
"13889B","M","Medical Practitioners","4535"
"13890C","M","Medical Practitioners","4535"
"13890C","N","Nurse Practitioners","4535"
"13892E","M","Medical Practitioners","4535"
"13892E","N","Nurse Practitioners","4535"
"13893F","M","Medical Practitioners","4535"
"13893F","N","Nurse Practitioners","4535"
"13894G","M","Medical Practitioners","4535"
"13894G","N","Nurse Practitioners","4535"
"13895H","M","Medical Practitioners","4535"
"13895H","N","Nurse Practitioners","4535"
"13896J","M","Medical Practitioners","4535"
"13896J","N","Nurse Practitioners","4535"
"13897K","M","Medical Practitioners","4535"
"13897K","N","Nurse Practitioners","4535"
"13898L","M","Medical Practitioners","4535"
"13898L","N","Nurse Practitioners","4535"
"13899M","M","Medical Practitioners","4535"
"13899M","N","Nurse Practitioners","4535"
"1389D","M","Medical Practitioners","4535"
"13900N","M","Medical Practitioners","4535"
"13900N","N","Nurse Practitioners","4535"
"13901P","M","Medical Practitioners","4535"
"13902Q","M","Medical Practitioners","4535"
"13902Q","N","Nurse Practitioners","4535"
"13903R","M","Medical Practitioners","4535"
"13903R","N","Nurse Practitioners","4535"
"13904T","M","Medical Practitioners","4535"
"13904T","N","Nurse Practitioners","4535"
"13905W","M","Medical Practitioners","4535"
"13905W","N","Nurse Practitioners","4535"
"13906X","M","Medical Practitioners","4535"
"13906X","N","Nurse Practitioners","4535"
"13907Y","M","Medical Practitioners","4535"
"13908B","M","Medical Practitioners","4535"
"13909C","M","Medical Practitioners","4535"
"13910D","M","Medical Practitioners","4535"
"13910D","N","Nurse Practitioners","4535"
"13911E","M","Medical Practitioners","4535"
"13911E","N","Nurse Practitioners","4535"
"13912F","M","Medical Practitioners","4535"
"13912F","N","Nurse Practitioners","4535"
"13913G","M","Medical Practitioners","4535"
"13913G","N","Nurse Practitioners","4535"
"13914H","M","Medical Practitioners","4535"
"13914H","N","Nurse Practitioners","4535"
"13915J","M","Medical Practitioners","4535"
"13915J","N","Nurse Practitioners","4535"
"13916K","M","Medical Practitioners","4535"
"13916K","N","Nurse Practitioners","4535"
"13917L","M","Medical Practitioners","4535"
"13917L","N","Nurse Practitioners","4535"
"13919N","M","Medical Practitioners","4535"
"13919N","N","Nurse Practitioners","4535"
"13920P","M","Medical Practitioners","4535"
"13920P","N","Nurse Practitioners","4535"
"13921Q","M","Medical Practitioners","4535"
"13921Q","N","Nurse Practitioners","4535"
"13922R","M","Medical Practitioners","4535"
"13922R","N","Nurse Practitioners","4535"
"13923T","M","Medical Practitioners","4535"
"13923T","N","Nurse Practitioners","4535"
"13924W","M","Medical Practitioners","4535"
"13924W","N","Nurse Practitioners","4535"
"13925X","M","Medical Practitioners","4535"
"13925X","N","Nurse Practitioners","4535"
"13926Y","M","Medical Practitioners","4535"
"13926Y","N","Nurse Practitioners","4535"
"13927B","M","Medical Practitioners","4535"
"13927B","N","Nurse Practitioners","4535"
"13928C","M","Medical Practitioners","4535"
"13928C","N","Nurse Practitioners","4535"
"13929D","M","Medical Practitioners","4535"
"13929D","N","Nurse Practitioners","4535"
"1392G","M","Medical Practitioners","4535"
"1392G","N","Nurse Practitioners","4535"
"1392G","W","Midwives","4535"
"13930E","M","Medical Practitioners","4535"
"13930E","N","Nurse Practitioners","4535"
"13931F","M","Medical Practitioners","4535"
"13931F","N","Nurse Practitioners","4535"
"13932G","M","Medical Practitioners","4535"
"13932G","N","Nurse Practitioners","4535"
"13933H","M","Medical Practitioners","4535"
"13933H","N","Nurse Practitioners","4535"
"13934J","M","Medical Practitioners","4535"
"13934J","N","Nurse Practitioners","4535"
"13935K","M","Medical Practitioners","4535"
"13935K","N","Nurse Practitioners","4535"
"13936L","M","Medical Practitioners","4535"
"13936L","N","Nurse Practitioners","4535"
"13937M","M","Medical Practitioners","4535"
"13937M","N","Nurse Practitioners","4535"
"13938N","M","Medical Practitioners","4535"
"13938N","N","Nurse Practitioners","4535"
"13939P","M","Medical Practitioners","4535"
"13939P","N","Nurse Practitioners","4535"
"13940Q","M","Medical Practitioners","4535"
"13940Q","N","Nurse Practitioners","4535"
"13941R","M","Medical Practitioners","4535"
"13942T","M","Medical Practitioners","4535"
"13942T","N","Nurse Practitioners","4535"
"13943W","M","Medical Practitioners","4535"
"13943W","N","Nurse Practitioners","4535"
"13944X","M","Medical Practitioners","4535"
"13944X","N","Nurse Practitioners","4535"
"13945Y","M","Medical Practitioners","4535"
"13945Y","N","Nurse Practitioners","4535"
"13946B","M","Medical Practitioners","4535"
"13946B","N","Nurse Practitioners","4535"
"13947C","M","Medical Practitioners","4535"
"13947C","N","Nurse Practitioners","4535"
"13948D","M","Medical Practitioners","4535"
"13948D","N","Nurse Practitioners","4535"
"13949E","M","Medical Practitioners","4535"
"13949E","N","Nurse Practitioners","4535"
"1394J","M","Medical Practitioners","4535"
"1394J","N","Nurse Practitioners","4535"
"1394J","W","Midwives","4535"
"13950F","M","Medical Practitioners","4535"
"13950F","N","Nurse Practitioners","4535"
"13951G","M","Medical Practitioners","4535"
"13951G","N","Nurse Practitioners","4535"
"13952H","M","Medical Practitioners","4535"
"13952H","N","Nurse Practitioners","4535"
"13953J","M","Medical Practitioners","4535"
"13953J","N","Nurse Practitioners","4535"
"13954K","M","Medical Practitioners","4535"
"13954K","N","Nurse Practitioners","4535"
"13955L","M","Medical Practitioners","4535"
"13955L","N","Nurse Practitioners","4535"
"13956M","M","Medical Practitioners","4535"
"13956M","N","Nurse Practitioners","4535"
"13957N","M","Medical Practitioners","4535"
"13957N","N","Nurse Practitioners","4535"
"13958P","M","Medical Practitioners","4535"
"13958P","N","Nurse Practitioners","4535"
"13959Q","M","Medical Practitioners","4535"
"13959Q","N","Nurse Practitioners","4535"
"13960R","M","Medical Practitioners","4535"
"13960R","N","Nurse Practitioners","4535"
"13961T","M","Medical Practitioners","4535"
"13962W","M","Medical Practitioners","4535"
"13963X","M","Medical Practitioners","4535"
"13963X","N","Nurse Practitioners","4535"
"13964Y","M","Medical Practitioners","4535"
"13964Y","N","Nurse Practitioners","4535"
"13965B","M","Medical Practitioners","4535"
"13965B","N","Nurse Practitioners","4535"
"13966C","M","Medical Practitioners","4535"
"13966C","N","Nurse Practitioners","4535"
"13967D","M","Medical Practitioners","4535"
"13967D","N","Nurse Practitioners","4535"
"13968E","M","Medical Practitioners","4535"
"13968E","N","Nurse Practitioners","4535"
"13969F","M","Medical Practitioners","4535"
"13969F","N","Nurse Practitioners","4535"
"1396L","M","Medical Practitioners","4535"
"13970G","M","Medical Practitioners","4535"
"13970G","N","Nurse Practitioners","4535"
"13971H","M","Medical Practitioners","4535"
"13971H","N","Nurse Practitioners","4535"
"13972J","M","Medical Practitioners","4535"
"13972J","N","Nurse Practitioners","4535"
"13973K","M","Medical Practitioners","4535"
"13973K","N","Nurse Practitioners","4535"
"13974L","M","Medical Practitioners","4535"
"13974L","N","Nurse Practitioners","4535"
"13975M","M","Medical Practitioners","4535"
"13975M","N","Nurse Practitioners","4535"
"13976N","M","Medical Practitioners","4535"
"13976N","N","Nurse Practitioners","4535"
"13977P","M","Medical Practitioners","4535"
"13977P","N","Nurse Practitioners","4535"
"13978Q","M","Medical Practitioners","4535"
"13978Q","N","Nurse Practitioners","4535"
"13979R","M","Medical Practitioners","4535"
"13980T","M","Medical Practitioners","4535"
"13980T","N","Nurse Practitioners","4535"
"13981W","M","Medical Practitioners","4535"
"13981W","N","Nurse Practitioners","4535"
"13982X","M","Medical Practitioners","4535"
"13983Y","M","Medical Practitioners","4535"
"13983Y","N","Nurse Practitioners","4535"
"13984B","M","Medical Practitioners","4535"
"13984B","N","Nurse Practitioners","4535"
"13985C","M","Medical Practitioners","4535"
"13985C","N","Nurse Practitioners","4535"
"13986D","M","Medical Practitioners","4535"
"13986D","N","Nurse Practitioners","4535"
"13987E","M","Medical Practitioners","4535"
"13987E","N","Nurse Practitioners","4535"
"13988F","M","Medical Practitioners","4535"
"13988F","N","Nurse Practitioners","4535"
"13989G","M","Medical Practitioners","4535"
"13989G","N","Nurse Practitioners","4535"
"13990H","M","Medical Practitioners","4535"
"13990H","N","Nurse Practitioners","4535"
"13991J","M","Medical Practitioners","4535"
"13991J","N","Nurse Practitioners","4535"
"13992K","M","Medical Practitioners","4535"
"13992K","N","Nurse Practitioners","4535"
"13993L","M","Medical Practitioners","4535"
"13993L","N","Nurse Practitioners","4535"
"13994M","M","Medical Practitioners","4535"
"13994M","N","Nurse Practitioners","4535"
"13995N","M","Medical Practitioners","4535"
"13996P","M","Medical Practitioners","4535"
"13997Q","M","Medical Practitioners","4535"
"13997Q","N","Nurse Practitioners","4535"
"13998R","M","Medical Practitioners","4535"
"13998R","N","Nurse Practitioners","4535"
"13999T","M","Medical Practitioners","4535"
"13999T","N","Nurse Practitioners","4535"
"13Q","M","Medical Practitioners","4535"
"14000W","M","Medical Practitioners","4535"
"14000W","N","Nurse Practitioners","4535"
"14001X","M","Medical Practitioners","4535"
"14001X","N","Nurse Practitioners","4535"
"14002Y","M","Medical Practitioners","4535"
"14002Y","N","Nurse Practitioners","4535"
"14003B","M","Medical Practitioners","4535"
"14003B","N","Nurse Practitioners","4535"
"14004C","M","Medical Practitioners","4535"
"14004C","N","Nurse Practitioners","4535"
"14005D","M","Medical Practitioners","4535"
"14005D","N","Nurse Practitioners","4535"
"14006E","M","Medical Practitioners","4535"
"14006E","N","Nurse Practitioners","4535"
"14007F","M","Medical Practitioners","4535"
"14007F","N","Nurse Practitioners","4535"
"14008G","M","Medical Practitioners","4535"
"14008G","N","Nurse Practitioners","4535"
"14009H","M","Medical Practitioners","4535"
"14009H","N","Nurse Practitioners","4535"
"14010J","M","Medical Practitioners","4535"
"14010J","N","Nurse Practitioners","4535"
"14011K","M","Medical Practitioners","4535"
"14011K","N","Nurse Practitioners","4535"
"14012L","M","Medical Practitioners","4535"
"14012L","N","Nurse Practitioners","4535"
"14013M","M","Medical Practitioners","4535"
"14013M","N","Nurse Practitioners","4535"
"14014N","M","Medical Practitioners","4535"
"14014N","N","Nurse Practitioners","4535"
"14015P","M","Medical Practitioners","4535"
"14015P","N","Nurse Practitioners","4535"
"14016Q","M","Medical Practitioners","4535"
"14016Q","N","Nurse Practitioners","4535"
"14017R","M","Medical Practitioners","4535"
"14017R","N","Nurse Practitioners","4535"
"14018T","M","Medical Practitioners","4535"
"14018T","N","Nurse Practitioners","4535"
"14019W","M","Medical Practitioners","4535"
"14019W","N","Nurse Practitioners","4535"
"14020X","M","Medical Practitioners","4535"
"14020X","N","Nurse Practitioners","4535"
"14021Y","M","Medical Practitioners","4535"
"14021Y","N","Nurse Practitioners","4535"
"14022B","M","Medical Practitioners","4535"
"14022B","N","Nurse Practitioners","4535"
"14023C","M","Medical Practitioners","4535"
"14023C","N","Nurse Practitioners","4535"
"14024D","M","Medical Practitioners","4535"
"14024D","N","Nurse Practitioners","4535"
"14025E","M","Medical Practitioners","4535"
"14025E","N","Nurse Practitioners","4535"
"14026F","M","Medical Practitioners","4535"
"14026F","N","Nurse Practitioners","4535"
"14027G","M","Medical Practitioners","4535"
"14027G","N","Nurse Practitioners","4535"
"14028H","M","Medical Practitioners","4535"
"14028H","N","Nurse Practitioners","4535"
"14029J","M","Medical Practitioners","4535"
"14029J","N","Nurse Practitioners","4535"
"14030K","M","Medical Practitioners","4535"
"14030K","N","Nurse Practitioners","4535"
"14031L","M","Medical Practitioners","4535"
"14031L","N","Nurse Practitioners","4535"
"14032M","M","Medical Practitioners","4535"
"14032M","N","Nurse Practitioners","4535"
"14033N","M","Medical Practitioners","4535"
"14033N","N","Nurse Practitioners","4535"
"14034P","M","Medical Practitioners","4535"
"14034P","N","Nurse Practitioners","4535"
"14035Q","M","Medical Practitioners","4535"
"14035Q","N","Nurse Practitioners","4535"
"14036R","M","Medical Practitioners","4535"
"14039X","M","Medical Practitioners","4535"
"14040Y","M","Medical Practitioners","4535"
"14041B","M","Medical Practitioners","4535"
"14041B","N","Nurse Practitioners","4535"
"14042C","M","Medical Practitioners","4535"
"14042C","N","Nurse Practitioners","4535"
"14043D","M","Medical Practitioners","4535"
"14043D","N","Nurse Practitioners","4535"
"14044E","M","Medical Practitioners","4535"
"14044E","N","Nurse Practitioners","4535"
"14045F","M","Medical Practitioners","4535"
"14045F","N","Nurse Practitioners","4535"
"14046G","M","Medical Practitioners","4535"
"14046G","N","Nurse Practitioners","4535"
"14047H","M","Medical Practitioners","4535"
"14047H","N","Nurse Practitioners","4535"
"14048J","M","Medical Practitioners","4535"
"14048J","N","Nurse Practitioners","4535"
"14049K","M","Medical Practitioners","4535"
"14049K","N","Nurse Practitioners","4535"
"1404X","M","Medical Practitioners","4535"
"1404X","N","Nurse Practitioners","4535"
"1404X","W","Midwives","4535"
"14051M","M","Medical Practitioners","4535"
"14051M","N","Nurse Practitioners","4535"
"14052N","M","Medical Practitioners","4535"
"14052N","N","Nurse Practitioners","4535"
"14053P","M","Medical Practitioners","4535"
"14053P","N","Nurse Practitioners","4535"
"14054Q","M","Medical Practitioners","4535"
"14054Q","N","Nurse Practitioners","4535"
"14055R","M","Medical Practitioners","4535"
"14055R","N","Nurse Practitioners","4535"
"14056T","M","Medical Practitioners","4535"
"14056T","N","Nurse Practitioners","4535"
"14057W","M","Medical Practitioners","4535"
"14057W","N","Nurse Practitioners","4535"
"14058X","M","Medical Practitioners","4535"
"14058X","N","Nurse Practitioners","4535"
"14059Y","M","Medical Practitioners","4535"
"14059Y","N","Nurse Practitioners","4535"
"14060B","M","Medical Practitioners","4535"
"14060B","N","Nurse Practitioners","4535"
"14061C","M","Medical Practitioners","4535"
"14061C","N","Nurse Practitioners","4535"
"14062D","M","Medical Practitioners","4535"
"14062D","N","Nurse Practitioners","4535"
"14063E","M","Medical Practitioners","4535"
"14063E","N","Nurse Practitioners","4535"
"14064F","M","Medical Practitioners","4535"
"14064F","N","Nurse Practitioners","4535"
"14065G","M","Medical Practitioners","4535"
"14065G","N","Nurse Practitioners","4535"
"14066H","M","Medical Practitioners","4535"
"14067J","M","Medical Practitioners","4535"
"14068K","M","Medical Practitioners","4535"
"14068K","N","Nurse Practitioners","4535"
"14069L","M","Medical Practitioners","4535"
"14069L","N","Nurse Practitioners","4535"
"14070M","M","Medical Practitioners","4535"
"14071N","M","Medical Practitioners","4535"
"14071N","N","Nurse Practitioners","4535"
"14072P","M","Medical Practitioners","4535"
"14073Q","M","Medical Practitioners","4535"
"14073Q","N","Nurse Practitioners","4535"
"14074R","M","Medical Practitioners","4535"
"14075T","M","Medical Practitioners","4535"
"14078Y","M","Medical Practitioners","4535"
"14079B","M","Medical Practitioners","4535"
"14085H","M","Medical Practitioners","4535"
"14086J","M","Medical Practitioners","4535"
"14087K","M","Medical Practitioners","4535"
"14087K","N","Nurse Practitioners","4535"
"14089M","M","Medical Practitioners","4535"
"14089M","N","Nurse Practitioners","4535"
"14090N","M","Medical Practitioners","4535"
"14091P","M","Medical Practitioners","4535"
"14091P","N","Nurse Practitioners","4535"
"14092Q","M","Medical Practitioners","4535"
"14092Q","N","Nurse Practitioners","4535"
"14093R","M","Medical Practitioners","4535"
"14095W","M","Medical Practitioners","4535"
"14096X","M","Medical Practitioners","4535"
"14097Y","M","Medical Practitioners","4535"
"14097Y","N","Nurse Practitioners","4535"
"14099C","M","Medical Practitioners","4535"
"14100D","M","Medical Practitioners","4535"
"14101E","M","Medical Practitioners","4535"
"14101E","N","Nurse Practitioners","4535"
"14102F","M","Medical Practitioners","4535"
"14102F","N","Nurse Practitioners","4535"
"14103G","M","Medical Practitioners","4535"
"14103G","N","Nurse Practitioners","4535"
"14105J","M","Medical Practitioners","4535"
"14106K","M","Medical Practitioners","4535"
"14107L","M","Medical Practitioners","4535"
"14109N","M","Medical Practitioners","4535"
"14110P","M","Medical Practitioners","4535"
"14111Q","M","Medical Practitioners","4535"
"14112R","M","Medical Practitioners","4535"
"14113T","M","Medical Practitioners","4535"
"14114W","M","Medical Practitioners","4535"
"14114W","N","Nurse Practitioners","4535"
"14115X","M","Medical Practitioners","4535"
"14116Y","M","Medical Practitioners","4535"
"14117B","M","Medical Practitioners","4535"
"14118C","M","Medical Practitioners","4535"
"14118C","N","Nurse Practitioners","4535"
"14119D","M","Medical Practitioners","4535"
"14120E","M","Medical Practitioners","4535"
"14121F","M","Medical Practitioners","4535"
"14122G","M","Medical Practitioners","4535"
"14123H","M","Medical Practitioners","4535"
"14124J","M","Medical Practitioners","4535"
"14125K","M","Medical Practitioners","4535"
"14126L","M","Medical Practitioners","4535"
"14126L","N","Nurse Practitioners","4535"
"14127M","M","Medical Practitioners","4535"
"14128N","M","Medical Practitioners","4535"
"14130Q","M","Medical Practitioners","4535"
"14131R","M","Medical Practitioners","4535"
"14133W","M","Medical Practitioners","4535"
"14134X","M","Medical Practitioners","4535"
"14135Y","M","Medical Practitioners","4535"
"14136B","M","Medical Practitioners","4535"
"14137C","M","Medical Practitioners","4535"
"14138D","M","Medical Practitioners","4535"
"14139E","M","Medical Practitioners","4535"
"14140F","M","Medical Practitioners","4535"
"14141G","M","Medical Practitioners","4535"
"14142H","M","Medical Practitioners","4535"
"14143J","M","Medical Practitioners","4535"
"14144K","M","Medical Practitioners","4535"
"14146M","M","Medical Practitioners","4535"
"14147N","M","Medical Practitioners","4535"
"14148P","M","Medical Practitioners","4535"
"14149Q","M","Medical Practitioners","4535"
"14149Q","N","Nurse Practitioners","4535"
"1414K","M","Medical Practitioners","4535"
"1414K","N","Nurse Practitioners","4535"
"14150R","M","Medical Practitioners","4535"
"14150R","N","Nurse Practitioners","4535"
"14151T","M","Medical Practitioners","4535"
"14151T","N","Nurse Practitioners","4535"
"14153X","M","Medical Practitioners","4535"
"14154Y","M","Medical Practitioners","4535"
"14155B","M","Medical Practitioners","4535"
"14156C","M","Medical Practitioners","4535"
"14157D","M","Medical Practitioners","4535"
"14158E","M","Medical Practitioners","4535"
"14159F","M","Medical Practitioners","4535"
"1415L","M","Medical Practitioners","4535"
"14160G","M","Medical Practitioners","4535"
"14160G","N","Nurse Practitioners","4535"
"14160G","W","Midwives","4535"
"14161H","M","Medical Practitioners","4535"
"14162J","M","Medical Practitioners","4535"
"14163K","M","Medical Practitioners","4535"
"14163K","N","Nurse Practitioners","4535"
"14164L","M","Medical Practitioners","4535"
"14165M","M","Medical Practitioners","4535"
"14166N","M","Medical Practitioners","4535"
"14166N","N","Nurse Practitioners","4535"
"14167P","M","Medical Practitioners","4535"
"14168Q","M","Medical Practitioners","4535"
"14169R","M","Medical Practitioners","4535"
"1416M","M","Medical Practitioners","4535"
"14170T","M","Medical Practitioners","4535"
"14171W","M","Medical Practitioners","4535"
"14172X","M","Medical Practitioners","4535"
"14173Y","M","Medical Practitioners","4535"
"14174B","M","Medical Practitioners","4535"
"14175C","M","Medical Practitioners","4535"
"14176D","M","Medical Practitioners","4535"
"14177E","M","Medical Practitioners","4535"
"14178F","M","Medical Practitioners","4535"
"14179G","M","Medical Practitioners","4535"
"1417N","M","Medical Practitioners","4535"
"1417N","N","Nurse Practitioners","4535"
"14180H","M","Medical Practitioners","4535"
"14181J","M","Medical Practitioners","4535"
"14182K","M","Medical Practitioners","4535"
"14183L","M","Medical Practitioners","4535"
"14184M","M","Medical Practitioners","4535"
"14185N","M","Medical Practitioners","4535"
"14188R","M","Medical Practitioners","4535"
"14189T","M","Medical Practitioners","4535"
"1418P","M","Medical Practitioners","4535"
"1418P","N","Nurse Practitioners","4535"
"14190W","M","Medical Practitioners","4535"
"14191X","M","Medical Practitioners","4535"
"14192Y","M","Medical Practitioners","4535"
"14193B","M","Medical Practitioners","4535"
"14193B","N","Nurse Practitioners","4535"
"14195D","M","Medical Practitioners","4535"
"14196E","M","Medical Practitioners","4535"
"14197F","M","Medical Practitioners","4535"
"14198G","M","Medical Practitioners","4535"
"14199H","M","Medical Practitioners","4535"
"1419Q","M","Medical Practitioners","4535"
"14200J","M","Medical Practitioners","4535"
"14201K","M","Medical Practitioners","4535"
"14202L","M","Medical Practitioners","4535"
"14202L","N","Nurse Practitioners","4535"
"14205P","M","Medical Practitioners","4535"
"14206Q","M","Medical Practitioners","4535"
"14207R","M","Medical Practitioners","4535"
"14208T","M","Medical Practitioners","4535"
"14209W","M","Medical Practitioners","4535"
"14210X","M","Medical Practitioners","4535"
"14211Y","M","Medical Practitioners","4535"
"14212B","M","Medical Practitioners","4535"
"14213C","M","Medical Practitioners","4535"
"14214D","M","Medical Practitioners","4535"
"14215E","M","Medical Practitioners","4535"
"14216F","M","Medical Practitioners","4535"
"14217G","M","Medical Practitioners","4535"
"14218H","M","Medical Practitioners","4535"
"14219J","M","Medical Practitioners","4535"
"14221L","M","Medical Practitioners","4535"
"14222M","M","Medical Practitioners","4535"
"14223N","M","Medical Practitioners","4535"
"14224P","M","Medical Practitioners","4535"
"14225Q","M","Medical Practitioners","4535"
"14226R","M","Medical Practitioners","4535"
"14227T","M","Medical Practitioners","4535"
"14228W","M","Medical Practitioners","4535"
"14229X","M","Medical Practitioners","4535"
"14230Y","M","Medical Practitioners","4535"
"14231B","M","Medical Practitioners","4535"
"14232C","M","Medical Practitioners","4535"
"14233D","M","Medical Practitioners","4535"
"14234E","M","Medical Practitioners","4535"
"14235F","M","Medical Practitioners","4535"
"14236G","M","Medical Practitioners","4535"
"14237H","M","Medical Practitioners","4535"
"14238J","M","Medical Practitioners","4535"
"14239K","M","Medical Practitioners","4535"
"14239K","N","Nurse Practitioners","4535"
"1423X","M","Medical Practitioners","4535"
"14240L","M","Medical Practitioners","4535"
"14242N","M","Medical Practitioners","4535"
"14243P","M","Medical Practitioners","4535"
"14244Q","M","Medical Practitioners","4535"
"14245R","M","Medical Practitioners","4535"
"14246T","M","Medical Practitioners","4535"
"14247W","M","Medical Practitioners","4535"
"14248X","M","Medical Practitioners","4535"
"14249Y","M","Medical Practitioners","4535"
"14250B","M","Medical Practitioners","4535"
"14251C","M","Medical Practitioners","4535"
"14252D","M","Medical Practitioners","4535"
"14253E","M","Medical Practitioners","4535"
"14254F","M","Medical Practitioners","4535"
"14255G","M","Medical Practitioners","4535"
"14256H","M","Medical Practitioners","4535"
"14257J","M","Medical Practitioners","4535"
"14258K","M","Medical Practitioners","4535"
"14259L","M","Medical Practitioners","4535"
"14259L","N","Nurse Practitioners","4535"
"14260M","M","Medical Practitioners","4535"
"14261N","M","Medical Practitioners","4535"
"14262P","M","Medical Practitioners","4535"
"14263Q","M","Medical Practitioners","4535"
"14264R","M","Medical Practitioners","4535"
"14265T","M","Medical Practitioners","4535"
"14266W","M","Medical Practitioners","4535"
"14267X","M","Medical Practitioners","4535"
"14268Y","M","Medical Practitioners","4535"
"14269B","M","Medical Practitioners","4535"
"1426C","M","Medical Practitioners","4535"
"1426C","N","Nurse Practitioners","4535"
"14270C","M","Medical Practitioners","4535"
"14271D","M","Medical Practitioners","4535"
"14272E","M","Medical Practitioners","4535"
"14273F","M","Medical Practitioners","4535"
"14274G","M","Medical Practitioners","4535"
"14275H","M","Medical Practitioners","4535"
"14276J","M","Medical Practitioners","4535"
"14277K","M","Medical Practitioners","4535"
"14278L","M","Medical Practitioners","4535"
"14279M","M","Medical Practitioners","4535"
"14280N","M","Medical Practitioners","4535"
"14281P","M","Medical Practitioners","4535"
"14282Q","M","Medical Practitioners","4535"
"14283R","M","Medical Practitioners","4535"
"14284T","M","Medical Practitioners","4535"
"14285W","M","Medical Practitioners","4535"
"14286X","M","Medical Practitioners","4535"
"14287Y","M","Medical Practitioners","4535"
"14288B","M","Medical Practitioners","4535"
"14289C","M","Medical Practitioners","4535"
"14290D","M","Medical Practitioners","4535"
"14290D","N","Nurse Practitioners","4535"
"14291E","M","Medical Practitioners","4535"
"14291E","N","Nurse Practitioners","4535"
"14292F","M","Medical Practitioners","4535"
"14293G","M","Medical Practitioners","4535"
"14293G","N","Nurse Practitioners","4535"
"14294H","M","Medical Practitioners","4535"
"14295J","M","Medical Practitioners","4535"
"14296K","M","Medical Practitioners","4535"
"14297L","M","Medical Practitioners","4535"
"14298M","M","Medical Practitioners","4535"
"14299N","M","Medical Practitioners","4535"
"14299N","N","Nurse Practitioners","4535"
"14300P","M","Medical Practitioners","4535"
"14302R","M","Medical Practitioners","4535"
"14302R","N","Nurse Practitioners","4535"
"14303T","M","Medical Practitioners","4535"
"14303T","N","Nurse Practitioners","4535"
"14304W","M","Medical Practitioners","4535"
"14305X","M","Medical Practitioners","4535"
"14305X","N","Nurse Practitioners","4535"
"14306Y","M","Medical Practitioners","4535"
"14306Y","N","Nurse Practitioners","4535"
"14307B","M","Medical Practitioners","4535"
"14307B","N","Nurse Practitioners","4535"
"14308C","M","Medical Practitioners","4535"
"14308C","N","Nurse Practitioners","4535"
"14309D","M","Medical Practitioners","4535"
"14309D","N","Nurse Practitioners","4535"
"14310E","M","Medical Practitioners","4535"
"14310E","N","Nurse Practitioners","4535"
"14311F","M","Medical Practitioners","4535"
"14311F","N","Nurse Practitioners","4535"
"14312G","M","Medical Practitioners","4535"
"14312G","N","Nurse Practitioners","4535"
"14313H","M","Medical Practitioners","4535"
"14313H","N","Nurse Practitioners","4535"
"14314J","M","Medical Practitioners","4535"
"14314J","N","Nurse Practitioners","4535"
"14315K","M","Medical Practitioners","4535"
"14315K","N","Nurse Practitioners","4535"
"14315K","O","Optometrist","4535"
"14316L","M","Medical Practitioners","4535"
"14316L","N","Nurse Practitioners","4535"
"14316L","O","Optometrist","4535"
"14317M","M","Medical Practitioners","4535"
"14317M","N","Nurse Practitioners","4535"
"14317M","O","Optometrist","4535"
"14318N","M","Medical Practitioners","4535"
"14318N","N","Nurse Practitioners","4535"
"14318N","O","Optometrist","4535"
"14319P","M","Medical Practitioners","4535"
"14319P","N","Nurse Practitioners","4535"
"14319P","O","Optometrist","4535"
"14320Q","M","Medical Practitioners","4535"
"14320Q","N","Nurse Practitioners","4535"
"14320Q","O","Optometrist","4535"
"14321R","M","Medical Practitioners","4535"
"14321R","N","Nurse Practitioners","4535"
"14321R","O","Optometrist","4535"
"14322T","M","Medical Practitioners","4535"
