atc_code,atc_description,atc_level,atc_parent_code,schedule_code
"J08AA02","Dapsone","5","J08AA","4535"
"L","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","1","null","4535"
"L00","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","2","L","4535"
"L01","ANTINEOPLASTIC AGENTS","2","L","4535"
"L01A","ALKYLATING AGENTS","3","L01","4535"
"L01AA","Nitrogen mustard analogues","4","L01A","4535"
"L01AA01","cyclophosphamide","5","L01AA","4535"
"L01AA02","chlorambucil","5","L01AA","4535"
"L01AA03","melphalan","5","L01AA","4535"
"L01AA04","Estramustine","5","L01AA","4535"
"L01AA05","chlormethine","5","L01AA","4535"
"L01AA06","ifosfamide","5","L01AA","4535"
"L01AA07","trofosfamide","5","L01AA","4535"
"L01AA08","prednimustine","5","L01AA","4535"
"L01AA09","bendamustine","5","L01AA","4535"
"L01AA10","melphalan flufenamide","5","L01AA","4535"
"L01AB","Alkyl sulfonates","4","L01A","4535"
"L01AB01","busulfan","5","L01AB","4535"
"L01AB02","treosulfan","5","L01AB","4535"
"L01AB03","mannosulfan","5","L01AB","4535"
"L01AC","Ethylene imines","4","L01A","4535"
"L01AC01","thiotepa","5","L01AC","4535"
"L01AC02","triaziquone","5","L01AC","4535"
"L01AC03","carboquone","5","L01AC","4535"
"L01AD","Nitrosoureas","4","L01A","4535"
"L01AD01","carmustine","5","L01AD","4535"
"L01AD02","lomustine","5","L01AD","4535"
"L01AD03","semustine","5","L01AD","4535"
"L01AD04","streptozocin","5","L01AD","4535"
"L01AD05","fotemustine","5","L01AD","4535"
"L01AD06","nimustine","5","L01AD","4535"
"L01AD07","ranimustine","5","L01AD","4535"
"L01AD08","uramustine","5","L01AD","4535"
"L01AG","Epoxides","4","L01A","4535"
"L01AG01","etoglucid","5","L01AG","4535"
"L01AX","Other alkylating agents","4","L01A","4535"
"L01AX01","mitobronitol","5","L01AX","4535"
"L01AX02","pipobroman","5","L01AX","4535"
"L01AX03","temozolomide","5","L01AX","4535"
"L01AX04","dacarbazine","5","L01AX","4535"
"L01B","ANTIMETABOLITES","3","L01","4535"
"L01BA","Folic acid analogues","4","L01B","4535"
"L01BA01","methotrexate","5","L01BA","4535"
"L01BA02","Paltitrexid","5","L01BA","4535"
"L01BA03","raltitrexed","5","L01BA","4535"
"L01BA04","pemetrexed","5","L01BA","4535"
"L01BA05","pralatrexate","5","L01BA","4535"
"L01BB","Purine analogues","4","L01B","4535"
"L01BB01","Azathioprine","5","L01BB","4535"
"L01BB02","mercaptopurine","5","L01BB","4535"
"L01BB03","tioguanine","5","L01BB","4535"
"L01BB04","cladribine","5","L01BB","4535"
"L01BB05","fludarabine","5","L01BB","4535"
"L01BB06","clofarabine","5","L01BB","4535"
"L01BB07","nelarabine","5","L01BB","4535"
"L01BC","Pyrimidine analogues","4","L01B","4535"
"L01BC01","cytarabine","5","L01BC","4535"
"L01BC02","fluorouracil","5","L01BC","4535"
"L01BC03","tegafur","5","L01BC","4535"
"L01BC04","carmofur","5","L01BC","4535"
"L01BC05","gemcitabine","5","L01BC","4535"
"L01BC06","capecitabine","5","L01BC","4535"
"L01BC07","azacitidine","5","L01BC","4535"
"L01BC08","decitabine","5","L01BC","4535"
"L01BC09","floxuridine","5","L01BC","4535"
"L01BC52","fluorouracil, combinations","5","L01BC","4535"
"L01BC53","tegafur, combinations","5","L01BC","4535"
"L01BC58","decitabine, combinations","5","L01BC","4535"
"L01BC59","trifluridine, combinations","5","L01BC","4535"
"L01C","PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS","3","L01","4535"
"L01CA","Vinca alkaloids and analogues","4","L01C","4535"
"L01CA01","vinblastine","5","L01CA","4535"
"L01CA02","vincristine","5","L01CA","4535"
"L01CA03","vindesine","5","L01CA","4535"
"L01CA04","vinorelbine","5","L01CA","4535"
"L01CA05","vinflunine","5","L01CA","4535"
"L01CA06","vintafolide","5","L01CA","4535"
"L01CB","Podophyllotoxin derivatives","4","L01C","4535"
"L01CB01","etoposide","5","L01CB","4535"
"L01CB02","teniposide","5","L01CB","4535"
"L01CC","Colchicine derivatives","4","L01C","4535"
"L01CC01","demecolcine","5","L01CC","4535"
"L01CD","Taxanes","4","L01C","4535"
"L01CD01","paclitaxel","5","L01CD","4535"
"L01CD02","docetaxel","5","L01CD","4535"
"L01CD03","paclitaxel poliglumex","5","L01CD","4535"
"L01CD04","cabazitaxel","5","L01CD","4535"
"L01CD51","paclitaxel and encequidar","5","L01CD","4535"
"L01CE","Topoisomerase 1 (TOP1) inhibitors","4","L01C","4535"
"L01CE01","topotecan","5","L01CE","4535"
"L01CE02","irinotecan","5","L01CE","4535"
"L01CE03","etirinotecan pegol","5","L01CE","4535"
"L01CE04","belotecan","5","L01CE","4535"
"L01CX","Other plant alkaloids and natural products","4","L01C","4535"
"L01CX01","trabectedin","5","L01CX","4535"
"L01D","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","3","L01","4535"
"L01DA","Actinomycines","4","L01D","4535"
"L01DA01","dactinomycin","5","L01DA","4535"
"L01DB","Anthracyclines and related substances","4","L01D","4535"
"L01DB01","doxorubicin","5","L01DB","4535"
"L01DB02","daunorubicin","5","L01DB","4535"
"L01DB03","epirubicin","5","L01DB","4535"
"L01DB04","aclarubicin","5","L01DB","4535"
"L01DB05","zorubicin","5","L01DB","4535"
"L01DB06","idarubicin","5","L01DB","4535"
"L01DB07","mitoxantrone","5","L01DB","4535"
"L01DB08","pirarubicin","5","L01DB","4535"
"L01DB09","valrubicin","5","L01DB","4535"
"L01DB10","amrubicin","5","L01DB","4535"
"L01DB11","pixantrone","5","L01DB","4535"
"L01DC","Other cytotoxic antibiotics","4","L01D","4535"
"L01DC01","bleomycin","5","L01DC","4535"
"L01DC02","plicamycin","5","L01DC","4535"
"L01DC03","mitomycin","5","L01DC","4535"
"L01DC04","ixabepilone","5","L01DC","4535"
"L01DC05","utidelone","5","L01DC","4535"
"L01E","PROTEIN KINASE INHIBITORS","3","L01","4535"
"L01EA","BCR-ABL tyrosine kinase inhibitors","4","L01E","4535"
"L01EA01","imatinib","5","L01EA","4535"
"L01EA02","dasatinib","5","L01EA","4535"
"L01EA03","nilotinib","5","L01EA","4535"
"L01EA04","bosutinib","5","L01EA","4535"
"L01EA05","ponatinib","5","L01EA","4535"
"L01EA06","asciminib","5","L01EA","4535"
"L01EB","Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors","4","L01E","4535"
"L01EB01","gefitinib","5","L01EB","4535"
"L01EB02","erlotinib","5","L01EB","4535"
"L01EB03","afatinib","5","L01EB","4535"
"L01EB04","osimertinib","5","L01EB","4535"
"L01EB05","rociletinib","5","L01EB","4535"
"L01EB06","olmutinib","5","L01EB","4535"
"L01EB07","dacomitinib","5","L01EB","4535"
"L01EB08","icotinib","5","L01EB","4535"
"L01EB09","lazertinib","5","L01EB","4535"
"L01EB10","mobocertinib","5","L01EB","4535"
"L01EB11","aumolertinib","5","L01EB","4535"
"L01EC","B-Raf serine-threonine kinase (BRAF) inhibitors","4","L01E","4535"
"L01EC01","vemurafenib","5","L01EC","4535"
"L01EC02","dabrafenib","5","L01EC","4535"
"L01EC03","encorafenib","5","L01EC","4535"
"L01ED","Anaplastic lymphoma kinase (ALK) inhibitors","4","L01E","4535"
"L01ED01","crizotinib","5","L01ED","4535"
"L01ED02","ceritinib","5","L01ED","4535"
"L01ED03","alectinib","5","L01ED","4535"
"L01ED04","brigatinib","5","L01ED","4535"
"L01ED05","lorlatinib","5","L01ED","4535"
"L01EE","Mitogen-activated protein kinase (MEK) inhibitors","4","L01E","4535"
"L01EE01","trametinib","5","L01EE","4535"
"L01EE02","cobimetinib","5","L01EE","4535"
"L01EE03","binimetinib","5","L01EE","4535"
"L01EE04","selumetinib","5","L01EE","4535"
"L01EE05","mirdametinib","5","L01EE","4535"
"L01EF","Cyclin-dependent kinase (CDK) inhibitors","4","L01E","4535"
"L01EF01","palbociclib","5","L01EF","4535"
"L01EF02","ribociclib","5","L01EF","4535"
"L01EF03","abemaciclib","5","L01EF","4535"
"L01EG","Mammalian target of rapamycin (mTOR) kinase inhibitors","4","L01E","4535"
"L01EG01","temsirolimus","5","L01EG","4535"
"L01EG02","everolimus","5","L01EG","4535"
"L01EG03","ridaforolimus","5","L01EG","4535"
"L01EG04","sirolimus","5","L01EG","4535"
"L01EH","Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors","4","L01E","4535"
"L01EH01","lapatinib","5","L01EH","4535"
"L01EH02","neratinib","5","L01EH","4535"
"L01EH03","tucatinib","5","L01EH","4535"
"L01EJ","Janus-associated kinase (JAK) inhibitors","4","L01E","4535"
"L01EJ01","ruxolitinib","5","L01EJ","4535"
"L01EJ02","fedratinib","5","L01EJ","4535"
"L01EJ03","pacritinib","5","L01EJ","4535"
"L01EJ04","momelotinib","5","L01EJ","4535"
"L01EK","Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors","4","L01E","4535"
"L01EK01","axitinib","5","L01EK","4535"
"L01EK02","cediranib","5","L01EK","4535"
"L01EK03","tivozanib","5","L01EK","4535"
"L01EK04","fruquintinib","5","L01EK","4535"
"L01EL","Bruton''s tyrosine kinase (BTK) inhibitors","4","L01E","4535"
"L01EL01","ibrutinib","5","L01EL","4535"
"L01EL02","acalabrutinib","5","L01EL","4535"
"L01EL03","zanubrutinib","5","L01EL","4535"
"L01EL04","orelabrutinib","5","L01EL","4535"
"L01EL05","pirtobrutinib","5","L01EL","4535"
"L01EL06","tirabrutinib","5","L01EL","4535"
"L01EM","Phosphatidylinositol-3-kinase (Pi3K) inhibitors","4","L01E","4535"
"L01EM01","idelalisib","5","L01EM","4535"
"L01EM02","copanlisib","5","L01EM","4535"
"L01EM03","alpelisib","5","L01EM","4535"
"L01EM04","duvelisib","5","L01EM","4535"
"L01EM05","parsaclisib","5","L01EM","4535"
"L01EN","Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors","4","L01E","4535"
"L01EN01","erdafitinib","5","L01EN","4535"
"L01EN02","pemigatinib","5","L01EN","4535"
"L01EN03","infigratinib","5","L01EN","4535"
"L01EN04","futibatinib","5","L01EN","4535"
"L01EX","Other protein kinase inhibitors","4","L01E","4535"
"L01EX01","sunitinib","5","L01EX","4535"
"L01EX02","sorafenib","5","L01EX","4535"
"L01EX03","pazopanib","5","L01EX","4535"
"L01EX04","vandetanib","5","L01EX","4535"
"L01EX05","regorafenib","5","L01EX","4535"
"L01EX06","masitinib","5","L01EX","4535"
"L01EX07","cabozantinib","5","L01EX","4535"
"L01EX08","lenvatinib","5","L01EX","4535"
"L01EX09","nintedanib","5","L01EX","4535"
"L01EX10","midostaurin","5","L01EX","4535"
"L01EX11","quizartinib","5","L01EX","4535"
"L01EX12","larotrectinib","5","L01EX","4535"
"L01EX13","gilteritinib","5","L01EX","4535"
"L01EX14","entrectinib","5","L01EX","4535"
"L01EX15","pexidartinib","5","L01EX","4535"
"L01EX16","erdafitinib","5","L01EX","4535"
"L01EX17","capmatinib","5","L01EX","4535"
"L01EX18","avapritinib","5","L01EX","4535"
"L01EX19","ripretinib","5","L01EX","4535"
"L01EX20","pemigatinib","5","L01EX","4535"
"L01EX21","tepotinib","5","L01EX","4535"
"L01EX22","selpercatinib","5","L01EX","4535"
"L01EX23","pralsetinib","5","L01EX","4535"
"L01EX24","surufatinib","5","L01EX","4535"
"L01EX25","umbralisib","5","L01EX","4535"
"L01EX26","sitravatinib","5","L01EX","4535"
"L01EX27","capivasertib","5","L01EX","4535"
"L01EX28","repotrectinib","5","L01EX","4535"
"L01F","MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES","3","L01","4535"
"L01FA","CD20 (Clusters of Differentiation 20) inhibitors","4","L01F","4535"
"L01FA01","rituximab","5","L01FA","4535"
"L01FA02","ofatumumab","5","L01FA","4535"
"L01FA03","obinutuzumab","5","L01FA","4535"
"L01FB","CD22 (Clusters of Differentiation 22) inhibitors","4","L01F","4535"
"L01FB01","inotuzumab ozogamicin","5","L01FB","4535"
"L01FB02","moxetumomab pasudotox","5","L01FB","4535"
"L01FC","CD38 (Clusters of Differentiation 38) inhibitors","4","L01F","4535"
"L01FC01","daratumumab","5","L01FC","4535"
"L01FC02","isatuximab","5","L01FC","4535"
"L01FD","HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors","4","L01F","4535"
"L01FD01","trastuzumab","5","L01FD","4535"
"L01FD02","pertuzumab","5","L01FD","4535"
"L01FD03","trastuzumab emtansine","5","L01FD","4535"
"L01FD04","trastuzumab deruxtecan","5","L01FD","4535"
"L01FD05","trastuzumab duocarmazine","5","L01FD","4535"
"L01FD06","margetuximab","5","L01FD","4535"
"L01FD07","zanidatamab","5","L01FD","4535"
"L01FE","EGFR (Epidermal Growth Factor Receptor) inhibitors","4","L01F","4535"
"L01FE01","cetuximab","5","L01FE","4535"
"L01FE02","panitumumab","5","L01FE","4535"
"L01FE03","necitumumab","5","L01FE","4535"
"L01FF","PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors","4","L01F","4535"
"L01FF01","nivolumab","5","L01FF","4535"
"L01FF02","pembrolizumab","5","L01FF","4535"
"L01FF03","durvalumab","5","L01FF","4535"
"L01FF04","avelumab","5","L01FF","4535"
"L01FF05","atezolizumab","5","L01FF","4535"
"L01FF06","cemiplimab","5","L01FF","4535"
"L01FF07","dostarlimab","5","L01FF","4535"
"L01FF08","prolgolimab","5","L01FF","4535"
"L01FF09","tislelizumab","5","L01FF","4535"
"L01FF10","retifanlimab","5","L01FF","4535"
"L01FF11","sugemalimab","5","L01FF","4535"
"L01FF12","serplulimab","5","L01FF","4535"
"L01FF13","toripalimab","5","L01FF","4535"
"L01FG","VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors","4","L01F","4535"
"L01FG01","bevacizumab","5","L01FG","4535"
"L01FG02","ramucirumab","5","L01FG","4535"
"L01FX","Other monoclonal antibodies and antibody drug conjugates","4","L01F","4535"
"L01FX01","edrecolomab","5","L01FX","4535"
"L01FX02","gemtuzumab ozogamicin","5","L01FX","4535"
"L01FX03","catumaxomab","5","L01FX","4535"
"L01FX04","ipilimumab","5","L01FX","4535"
"L01FX05","brentuximab vedotin","5","L01FX","4535"
"L01FX06","dinutuximab beta","5","L01FX","4535"
"L01FX07","blinatumomab","5","L01FX","4535"
"L01FX08","elotuzumab","5","L01FX","4535"
"L01FX09","mogamulizumab","5","L01FX","4535"
"L01FX10","olaratumab","5","L01FX","4535"
"L01FX11","bermekimab","5","L01FX","4535"
"L01FX12","tafasitamab","5","L01FX","4535"
"L01FX13","enfortumab vedotin","5","L01FX","4535"
"L01FX14","polatuzumab vedotin","5","L01FX","4535"
"L01FX15","belantamab mafodotin","5","L01FX","4535"
"L01FX16","oportuzumab monatox","5","L01FX","4535"
"L01FX17","sacituzumab govitecan","5","L01FX","4535"
"L01FX18","amivantamab","5","L01FX","4535"
"L01FX19","sabatolimab","5","L01FX","4535"
"L01FX20","tremelimumab","5","L01FX","4535"
"L01FX21","naxitamab","5","L01FX","4535"
"L01FX22","loncastuximab tesirine","5","L01FX","4535"
"L01FX23","tisotumab vedotin","5","L01FX","4535"
"L01FX24","teclistamab","5","L01FX","4535"
"L01FX25","mosunetuzumab","5","L01FX","4535"
"L01FX26","mirvetuximab soravtansine","5","L01FX","4535"
"L01FX27","epcoritamab","5","L01FX","4535"
"L01FX28","glofitamab","5","L01FX","4535"
"L01FX29","talquetamab","5","L01FX","4535"
"L01FX31","zolbetuximab","5","L01FX","4535"
"L01FX32","elranatamab","5","L01FX","4535"
"L01FX33","tarlatamab","5","L01FX","4535"
"L01FX34","odronextamab","5","L01FX","4535"
"L01FX35","datopotamab deruxtecan","5","L01FX","4535"
"L01FX36","patritumab deruxtecan","5","L01FX","4535"
"L01FY","Combinations of monoclonal antibodies and antibody drug conjugates","4","L01F","4535"
"L01FY01","pertuzumab and trastuzumab","5","L01FY","4535"
"L01FY02","nivolumab and relatlimab","5","L01FY","4535"
"L01FY03","prolgolimab and nurulimab","5","L01FY","4535"
"L01X","OTHER ANTINEOPLASTIC AGENTS","3","L01","4535"
"L01XA","Platinum compounds","4","L01X","4535"
"L01XA01","cisplatin","5","L01XA","4535"
"L01XA02","carboplatin","5","L01XA","4535"
"L01XA03","oxaliplatin","5","L01XA","4535"
"L01XA04","satraplatin","5","L01XA","4535"
"L01XA05","polyplatillen","5","L01XA","4535"
"L01XB","Methylhydrazines","4","L01X","4535"
"L01XB01","procarbazine","5","L01XB","4535"
"L01XB02","Dacarbazine","5","L01XB","4535"
"L01XC","Monoclonal antibodies","4","L01X","4535"
"L01XC01","edrecolomab","5","L01XC","4535"
"L01XC02","rituximab","5","L01XC","4535"
"L01XC03","trastuzumab","5","L01XC","4535"
"L01XC04","alemtuzumab","5","L01XC","4535"
"L01XC05","gemtuzumab ozogamicin","5","L01XC","4535"
"L01XC06","cetuximab","5","L01XC","4535"
"L01XC07","bevacizumab","5","L01XC","4535"
"L01XC08","panitumumab","5","L01XC","4535"
"L01XC09","catumaxomab","5","L01XC","4535"
"L01XC10","ofatumumab","5","L01XC","4535"
"L01XC11","ipilimumab","5","L01XC","4535"
"L01XC12","brentuximab vedotin","5","L01XC","4535"
"L01XC13","pertuzumab","5","L01XC","4535"
"L01XC14","trastuzumab emtansine","5","L01XC","4535"
"L01XC15","obinutuzumab","5","L01XC","4535"
"L01XC16","dinutuximab beta","5","L01XC","4535"
"L01XC17","nivolumab","5","L01XC","4535"
"L01XC18","pembrolizumab","5","L01XC","4535"
"L01XC19","blinatumomab","5","L01XC","4535"
"L01XC21","ramucirumab","5","L01XC","4535"
"L01XC22","necitumumab","5","L01XC","4535"
"L01XC23","elotuzumab","5","L01XC","4535"
"L01XC24","daratumumab","5","L01XC","4535"
"L01XC25","mogamulizumab","5","L01XC","4535"
"L01XC26","inotuzumab ozogamicin","5","L01XC","4535"
"L01XC27","olaratumab","5","L01XC","4535"
"L01XC28","durvalumab","5","L01XC","4535"
"L01XC29","bermekimab","5","L01XC","4535"
"L01XC31","avelumab","5","L01XC","4535"
"L01XC32","atezolizumab","5","L01XC","4535"
"L01XC33","cemiplimab","5","L01XC","4535"
"L01XC34","moxetumomab pasudotox","5","L01XC","4535"
"L01XC35","tafasitamab","5","L01XC","4535"
"L01XC36","enfortumab vedotin","5","L01XC","4535"
"L01XC37","polatuzumab vedotin","5","L01XC","4535"
"L01XC38","isatuximab","5","L01XC","4535"
"L01XC39","belantamab mafodotin","5","L01XC","4535"
"L01XC40","dostarlimab","5","L01XC","4535"
"L01XC41","trastuzumab deruxtecan","5","L01XC","4535"
"L01XD","Sensitizers used in photodynamic/radiation therapy","4","L01X","4535"
"L01XD01","porfimer sodium","5","L01XD","4535"
"L01XD02","Verteporfin","5","L01XD","4535"
"L01XD03","methyl aminolevulinate","5","L01XD","4535"
"L01XD04","aminolevulinic acid","5","L01XD","4535"
"L01XD05","temoporfin","5","L01XD","4535"
"L01XD06","efaproxiral","5","L01XD","4535"
"L01XD07","padeliporfin","5","L01XD","4535"
"L01XE","Protein kinase inhibitors","4","L01X","4535"
"L01XE01","imatinib","5","L01XE","4535"
"L01XE02","gefitinib","5","L01XE","4535"
"L01XE03","erlotinib","5","L01XE","4535"
"L01XE04","sunitinib","5","L01XE","4535"
"L01XE05","sorafenib","5","L01XE","4535"
"L01XE06","dasatinib","5","L01XE","4535"
"L01XE07","lapatinib","5","L01XE","4535"
"L01XE08","nilotinib","5","L01XE","4535"
"L01XE09","temsirolimus","5","L01XE","4535"
"L01XE10","everolimus","5","L01XE","4535"
"L01XE11","pazopanib","5","L01XE","4535"
"L01XE12","vandetanib","5","L01XE","4535"
"L01XE13","afatinib","5","L01XE","4535"
"L01XE14","bosutinib","5","L01XE","4535"
"L01XE15","vemurafenib","5","L01XE","4535"
"L01XE16","crizotinib","5","L01XE","4535"
"L01XE17","axitinib","5","L01XE","4535"
"L01XE18","ruxolitinib","5","L01XE","4535"
"L01XE19","ridaforolimus","5","L01XE","4535"
"L01XE21","regorafenib","5","L01XE","4535"
"L01XE22","masitinib","5","L01XE","4535"
"L01XE23","dabrafenib","5","L01XE","4535"
"L01XE24","ponatinib","5","L01XE","4535"
"L01XE25","trametinib","5","L01XE","4535"
"L01XE26","cabozantinib","5","L01XE","4535"
"L01XE27","ibrutinib","5","L01XE","4535"
"L01XE28","ceritinib","5","L01XE","4535"
"L01XE29","lenvatinib","5","L01XE","4535"
"L01XE31","nintedanib","5","L01XE","4535"
"L01XE32","cediranib","5","L01XE","4535"
"L01XE33","palbociclib","5","L01XE","4535"
"L01XE34","tivozanib","5","L01XE","4535"
"L01XE35","osimertinib","5","L01XE","4535"
"L01XE36","alectinib","5","L01XE","4535"
"L01XE37","rociletinib","5","L01XE","4535"
"L01XE38","cobimetinib","5","L01XE","4535"
"L01XE39","midostaurin","5","L01XE","4535"
"L01XE40","olmutinib","5","L01XE","4535"
"L01XE41","binimetinib","5","L01XE","4535"
"L01XE42","ribociclib","5","L01XE","4535"
"L01XE43","brigatinib","5","L01XE","4535"
"L01XE44","lorlatinib","5","L01XE","4535"
"L01XE45","neratinib","5","L01XE","4535"
"L01XE46","encorafenib","5","L01XE","4535"
"L01XE47","dacomitinib","5","L01XE","4535"
"L01XE48","icotinib","5","L01XE","4535"
"L01XE50","abemaciclib","5","L01XE","4535"
"L01XE51","acalabrutinib","5","L01XE","4535"
"L01XE52","quizartinib","5","L01XE","4535"
"L01XE53","larotrectinib","5","L01XE","4535"
"L01XE54","gilteritinib","5","L01XE","4535"
"L01XE56","entrectinib","5","L01XE","4535"
"L01XE57","fedratinib","5","L01XE","4535"
"L01XF","Retinoids for cancer treatment","4","L01X","4535"
"L01XF01","tretinoin","5","L01XF","4535"
"L01XF02","alitretinoin","5","L01XF","4535"
"L01XF03","bexarotene","5","L01XF","4535"
"L01XG","Proteasome inhibitors","4","L01X","4535"
"L01XG01","bortezomib","5","L01XG","4535"
"L01XG02","carfilzomib","5","L01XG","4535"
"L01XG03","ixazomib","5","L01XG","4535"
"L01XH","Histone deacetylase (HDAC) inhibitors","4","L01X","4535"
"L01XH01","vorinostat","5","L01XH","4535"
"L01XH02","romidepsin","5","L01XH","4535"
"L01XH03","panobinostat","5","L01XH","4535"
"L01XH04","belinostat","5","L01XH","4535"
"L01XH05","entinostat","5","L01XH","4535"
"L01XH06","tucidinostat","5","L01XH","4535"
"L01XH07","resminostat","5","L01XH","4535"
"L01XJ","Hedgehog pathway inhibitors","4","L01X","4535"
"L01XJ01","vismodegib","5","L01XJ","4535"
"L01XJ02","sonidegib","5","L01XJ","4535"
"L01XJ03","glasdegib","5","L01XJ","4535"
"L01XK","Poly (ADP-ribose) polymerase (PARP) inhibitors","4","L01X","4535"
"L01XK01","olaparib","5","L01XK","4535"
"L01XK02","niraparib","5","L01XK","4535"
"L01XK03","rucaparib","5","L01XK","4535"
"L01XK04","talazoparib","5","L01XK","4535"
"L01XK05","veliparib","5","L01XK","4535"
"L01XK06","pamiparib","5","L01XK","4535"
"L01XK52","niraparib and abiraterone","5","L01XK","4535"
"L01XL","Antineoplastic cell and gene therapy","4","L01X","4535"
"L01XL01","sitimagene ceradenovec","5","L01XL","4535"
"L01XL02","talimogene laherparepvec","5","L01XL","4535"
"L01XL03","axicabtagene ciloleucel","5","L01XL","4535"
"L01XL04","tisagenlecleucel","5","L01XL","4535"
"L01XL05","ciltacabtagene autoleucel","5","L01XL","4535"
"L01XL06","brexucabtagene autoleucel","5","L01XL","4535"
"L01XL07","idecabtagene vicleucel","5","L01XL","4535"
"L01XL08","lisocabtagene maraleucel","5","L01XL","4535"
"L01XL09","tabelecleucel","5","L01XL","4535"
"L01XL10","nadofaragene firadenovec","5","L01XL","4535"
"L01XL11","lifileucel","5","L01XL","4535"
"L01XL12","obecabtagene autoleucel","5","L01XL","4535"
"L01XM","Isocitrate dehydrogenase (IDH) inhibitors","4","L01X","4535"
"L01XM01","enasidenib","5","L01XM","4535"
"L01XM02","ivosidenib","5","L01XM","4535"
"L01XM03","olutasidenib","5","L01XM","4535"
"L01XM04","vorasidenib","5","L01XM","4535"
"L01XU","Other antineoplastic agents (cont.)","4","L01X","4535"
"L01XX","Other antineoplastic agents","4","L01X","4535"
"L01XX01","amsacrine","5","L01XX","4535"
"L01XX02","asparaginase","5","L01XX","4535"
"L01XX03","altretamine","5","L01XX","4535"
"L01XX04","Mitoxantrone","5","L01XX","4535"
"L01XX05","hydroxycarbamide","5","L01XX","4535"
"L01XX06","BCG vaccine","5","L01XX","4535"
"L01XX07","lonidamine","5","L01XX","4535"
"L01XX08","pentostatin","5","L01XX","4535"
"L01XX09","miltefosine","5","L01XX","4535"
"L01XX10","masoprocol","5","L01XX","4535"
"L01XX11","estramustine","5","L01XX","4535"
"L01XX12","Paclitaxel","5","L01XX","4535"
"L01XX13","Dacarbazine","5","L01XX","4535"
"L01XX14","tretinoin","5","L01XX","4535"
"L01XX15","Porfimer sodium","5","L01XX","4535"
"L01XX16","mitoguazone","5","L01XX","4535"
"L01XX17","topotecan","5","L01XX","4535"
"L01XX18","tiazofurine","5","L01XX","4535"
"L01XX19","irinotecan","5","L01XX","4535"
"L01XX21","Rituximab","5","L01XX","4535"
"L01XX22","alitretinoin","5","L01XX","4535"
"L01XX23","mitotane","5","L01XX","4535"
"L01XX24","pegaspargase","5","L01XX","4535"
"L01XX25","bexarotene","5","L01XX","4535"
"L01XX26","Verteporfin","5","L01XX","4535"
"L01XX27","arsenic trioxide","5","L01XX","4535"
"L01XX28","Imatinib","5","L01XX","4535"
"L01XX29","denileukin diftitox","5","L01XX","4535"
"L01XX31","Gefitinib","5","L01XX","4535"
"L01XX32","bortezomib","5","L01XX","4535"
"L01XX33","celecoxib","5","L01XX","4535"
"L01XX34","Erlotinib","5","L01XX","4535"
"L01XX35","anagrelide","5","L01XX","4535"
"L01XX36","oblimersen","5","L01XX","4535"
"L01XX37","sitimagene ceradenovec","5","L01XX","4535"
"L01XX38","vorinostat","5","L01XX","4535"
"L01XX39","romidepsin","5","L01XX","4535"
"L01XX40","omacetaxine mepesuccinate","5","L01XX","4535"
"L01XX41","eribulin","5","L01XX","4535"
"L01XX42","panobinostat","5","L01XX","4535"
"L01XX43","vismodegib","5","L01XX","4535"
"L01XX44","aflibercept","5","L01XX","4535"
"L01XX45","carfilzomib","5","L01XX","4535"
"L01XX46","olaparib","5","L01XX","4535"
"L01XX47","idelalisib","5","L01XX","4535"
"L01XX48","sonidegib","5","L01XX","4535"
"L01XX49","belinostat","5","L01XX","4535"
"L01XX50","ixazomib","5","L01XX","4535"
"L01XX51","talimogene laherparepvec","5","L01XX","4535"
"L01XX52","venetoclax","5","L01XX","4535"
"L01XX53","vosaroxin","5","L01XX","4535"
"L01XX54","niraparib","5","L01XX","4535"
"L01XX55","rucaparib","5","L01XX","4535"
"L01XX56","etirinotecan pegol","5","L01XX","4535"
"L01XX57","plitidepsin","5","L01XX","4535"
"L01XX58","epacadostat","5","L01XX","4535"
"L01XX59","enasidenib","5","L01XX","4535"
"L01XX60","talazoparib","5","L01XX","4535"
"L01XX61","copanlisib","5","L01XX","4535"
"L01XX62","ivosidenib","5","L01XX","4535"
"L01XX63","glasdegib","5","L01XX","4535"
"L01XX64","entinostat","5","L01XX","4535"
"L01XX65","alpelisib","5","L01XX","4535"
"L01XX66","selinexor","5","L01XX","4535"
"L01XX67","tagraxofusp","5","L01XX","4535"
"L01XX68","belotecan","5","L01XX","4535"
"L01XX69","lurbinectedin","5","L01XX","4535"
"L01XX70","axicabtagene ciloleucel","5","L01XX","4535"
"L01XX71","tisagenlecleucel","5","L01XX","4535"
"L01XX72","tazemetostat","5","L01XX","4535"
