assessment_type,parameter_prescribing_txt_id,parameter_type,schedule_code
"IMMEDIATE","17268","CLINICAL_PATIENT","4535"
"IMMEDIATE","17269","CLINICAL_PATIENT","4535"
"IMMEDIATE","17270","CLINICAL_PATIENT","4535"
"IMMEDIATE","17271","CLINICAL_PATIENT","4535"
"IMMEDIATE","17272","CLINICAL_PATIENT","4535"
"IMMEDIATE","17277","CLINICAL_PATIENT","4535"
"IMMEDIATE","17279","CLINICAL_PATIENT","4535"
"IMMEDIATE","17281","CLINICAL_PATIENT","4535"
"IMMEDIATE","17292","CLINICAL_PATIENT","4535"
"IMMEDIATE","17302","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17303","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17304","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17305","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17306","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17318","CLINICAL_PATIENT","4535"
"IMMEDIATE","17320","CLINICAL_PATIENT","4535"
"IMMEDIATE","17324","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17326","CLINICAL_PATIENT","4535"
"IMMEDIATE","17328","CLINICAL_PATIENT","4535"
"IMMEDIATE","17420","CLINICAL_PATIENT","4535"
"IMMEDIATE","17427","CLINICAL_PATIENT","4535"
"IMMEDIATE","17428","CLINICAL_PATIENT","4535"
"IMMEDIATE","17430","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17497","CLINICAL_PATIENT","4535"
"IMMEDIATE","17523","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","17541","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17549","CLINICAL_PATIENT","4535"
"IMMEDIATE","17570","CLINICAL_PATIENT","4535"
"IMMEDIATE","17572","CLINICAL_PATIENT","4535"
"IMMEDIATE","17582","CLINICAL_PATIENT","4535"
"IMMEDIATE","17585","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","17596","CLINICAL_PATIENT","4535"
"IMMEDIATE","17603","CLINICAL_PATIENT","4535"
"IMMEDIATE","17605","CLINICAL_PATIENT","4535"
"IMMEDIATE","17607","CLINICAL_PATIENT","4535"
"IMMEDIATE","17609","CLINICAL_PATIENT","4535"
"IMMEDIATE","17613","CLINICAL_PATIENT","4535"
"IMMEDIATE","17615","CLINICAL_PATIENT","4535"
"IMMEDIATE","17617","CLINICAL_PATIENT","4535"
"IMMEDIATE","17619","CLINICAL_PATIENT","4535"
"IMMEDIATE","17621","CLINICAL_PATIENT","4535"
"IMMEDIATE","17629","CLINICAL_PATIENT","4535"
"IMMEDIATE","17631","CLINICAL_PATIENT","4535"
"IMMEDIATE","17635","CLINICAL_PATIENT","4535"
"IMMEDIATE","17642","CLINICAL_PATIENT","4535"
"IMMEDIATE","17661","CLINICAL_PATIENT","4535"
"IMMEDIATE","17663","CLINICAL_PATIENT","4535"
"IMMEDIATE","17694","CLINICAL_CONDITION","4535"
"IMMEDIATE","17714","CLINICAL_TREATMENT","4535"
"IMMEDIATE","17718","CLINICAL_PATIENT","4535"
"IMMEDIATE","17731","CLINICAL_PATIENT","4535"
"IMMEDIATE","17750","CLINICAL_PATIENT","4535"
"IMMEDIATE","17754","CLINICAL_PATIENT","4535"
"IMMEDIATE","17774","CLINICAL_PATIENT","4535"
"IMMEDIATE","17864","CLINICAL_PATIENT","4535"
"IMMEDIATE","17865","CLINICAL_PATIENT","4535"
"IMMEDIATE","17896","CLINICAL_PATIENT","4535"
"IMMEDIATE","18007","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","18010","CLINICAL_PATIENT","4535"
"IMMEDIATE","18013","CLINICAL_PATIENT","4535"
"IMMEDIATE","18014","CLINICAL_PATIENT","4535"
"IMMEDIATE","18017","CLINICAL_PATIENT","4535"
"IMMEDIATE","18019","CLINICAL_PATIENT","4535"
"IMMEDIATE","18065","POPULATION_OTHER","4535"
"IMMEDIATE","18069","CLINICAL_PATIENT","4535"
"IMMEDIATE","18084","CLINICAL_PATIENT","4535"
"IMMEDIATE","18096","CLINICAL_PATIENT","4535"
"IMMEDIATE","18098","CLINICAL_PATIENT","4535"
"IMMEDIATE","18100","CLINICAL_PATIENT","4535"
"IMMEDIATE","18103","CLINICAL_PATIENT","4535"
"IMMEDIATE","18106","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18107","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18129","CLINICAL_PATIENT","4535"
"IMMEDIATE","18131","CLINICAL_PATIENT","4535"
"IMMEDIATE","18169","CLINICAL_CONDITION","4535"
"IMMEDIATE","18201","CLINICAL_PATIENT","4535"
"IMMEDIATE","18208","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18270","CLINICAL_PATIENT","4535"
"IMMEDIATE","18277","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18288","CLINICAL_PATIENT","4535"
"IMMEDIATE","18319","CLINICAL_PATIENT","4535"
"IMMEDIATE","18321","CLINICAL_PATIENT","4535"
"IMMEDIATE","18329","CLINICAL_PATIENT","4535"
"IMMEDIATE","18332","CLINICAL_PATIENT","4535"
"IMMEDIATE","18334","CLINICAL_PATIENT","4535"
"IMMEDIATE","18339","CLINICAL_CONDITION","4535"
"IMMEDIATE","18389","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18391","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18393","CLINICAL_PATIENT","4535"
"IMMEDIATE","18396","CLINICAL_PATIENT","4535"
"IMMEDIATE","18403","CLINICAL_PATIENT","4535"
"IMMEDIATE","18413","CLINICAL_PATIENT","4535"
"IMMEDIATE","18425","CLINICAL_PATIENT","4535"
"IMMEDIATE","18427","CLINICAL_PATIENT","4535"
"IMMEDIATE","18432","CLINICAL_PATIENT","4535"
"IMMEDIATE","18434","CLINICAL_PATIENT","4535"
"IMMEDIATE","18436","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18440","CLINICAL_CONDITION","4535"
"IMMEDIATE","18451","CLINICAL_CONDITION","4535"
"IMMEDIATE","18453","CLINICAL_PATIENT","4535"
"IMMEDIATE","18455","CLINICAL_PATIENT","4535"
"IMMEDIATE","18457","CLINICAL_PATIENT","4535"
"IMMEDIATE","18460","CLINICAL_PATIENT","4535"
"IMMEDIATE","18477","CLINICAL_PATIENT","4535"
"IMMEDIATE","18485","CLINICAL_CONDITION","4535"
"IMMEDIATE","18486","CLINICAL_PATIENT","4535"
"IMMEDIATE","18504","CLINICAL_PATIENT","4535"
"IMMEDIATE","18513","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","18600","CLINICAL_PATIENT","4535"
"IMMEDIATE","18636","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18698","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18702","CLINICAL_CONDITION","4535"
"IMMEDIATE","18714","CLINICAL_PATIENT","4535"
"IMMEDIATE","18741","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18778","CLINICAL_CONDITION","4535"
"IMMEDIATE","18780","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18786","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18791","CLINICAL_PATIENT","4535"
"IMMEDIATE","18793","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18801","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18805","CLINICAL_CONDITION","4535"
"IMMEDIATE","18807","CLINICAL_CONDITION","4535"
"IMMEDIATE","18816","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18849","CLINICAL_PATIENT","4535"
"IMMEDIATE","18912","CLINICAL_PATIENT","4535"
"IMMEDIATE","18915","CLINICAL_CONDITION","4535"
"IMMEDIATE","18918","CLINICAL_CONDITION","4535"
"IMMEDIATE","18921","CLINICAL_CONDITION","4535"
"IMMEDIATE","18924","CLINICAL_CONDITION","4535"
"IMMEDIATE","18927","CLINICAL_CONDITION","4535"
"IMMEDIATE","18959","CLINICAL_TREATMENT","4535"
"IMMEDIATE","18985","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","18992","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19153","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19155","CLINICAL_CONDITION","4535"
"IMMEDIATE","19157","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19196","CLINICAL_PATIENT","4535"
"IMMEDIATE","19200","CLINICAL_CONDITION","4535"
"IMMEDIATE","19261","CLINICAL_CONDITION","4535"
"IMMEDIATE","19264","CLINICAL_CONDITION","4535"
"IMMEDIATE","19284","CLINICAL_CONDITION","4535"
"IMMEDIATE","19285","CLINICAL_CONDITION","4535"
"IMMEDIATE","19286","CLINICAL_CONDITION","4535"
"IMMEDIATE","19288","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19293","CLINICAL_PATIENT","4535"
"IMMEDIATE","19299","CLINICAL_PATIENT","4535"
"IMMEDIATE","19300","CLINICAL_PATIENT","4535"
"IMMEDIATE","19301","CLINICAL_PATIENT","4535"
"IMMEDIATE","19310","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19312","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19315","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19319","CLINICAL_PATIENT","4535"
"IMMEDIATE","19321","CLINICAL_PATIENT","4535"
"IMMEDIATE","19327","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19331","CLINICAL_PATIENT","4535"
"IMMEDIATE","19333","CLINICAL_CONDITION","4535"
"IMMEDIATE","19337","CLINICAL_PATIENT","4535"
"IMMEDIATE","19340","CLINICAL_PATIENT","4535"
"IMMEDIATE","19341","CLINICAL_PATIENT","4535"
"IMMEDIATE","19342","CLINICAL_PATIENT","4535"
"IMMEDIATE","19344","CLINICAL_PATIENT","4535"
"IMMEDIATE","19345","CLINICAL_PATIENT","4535"
"IMMEDIATE","19350","CLINICAL_CONDITION","4535"
"IMMEDIATE","19355","CLINICAL_PATIENT","4535"
"IMMEDIATE","19400","CLINICAL_PATIENT","4535"
"IMMEDIATE","19454","CLINICAL_CONDITION","4535"
"IMMEDIATE","19463","CLINICAL_PATIENT","4535"
"IMMEDIATE","19464","CLINICAL_PATIENT","4535"
"IMMEDIATE","19495","CLINICAL_PATIENT","4535"
"IMMEDIATE","19568","CLINICAL_PATIENT","4535"
"IMMEDIATE","19571","CLINICAL_PATIENT","4535"
"IMMEDIATE","19572","CLINICAL_PATIENT","4535"
"IMMEDIATE","19578","CLINICAL_PATIENT","4535"
"IMMEDIATE","19587","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19590","CLINICAL_PATIENT","4535"
"IMMEDIATE","19607","CLINICAL_CONDITION","4535"
"IMMEDIATE","19608","CLINICAL_CONDITION","4535"
"IMMEDIATE","19632","POPULATION_AGE","4535"
"IMMEDIATE","19636","CLINICAL_PATIENT","4535"
"IMMEDIATE","19697","CLINICAL_CONDITION","4535"
"IMMEDIATE","19698","CLINICAL_CONDITION","4535"
"IMMEDIATE","19704","CLINICAL_PATIENT","4535"
"IMMEDIATE","19719","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19743","POPULATION_AGE","4535"
"IMMEDIATE","19800","CLINICAL_PATIENT","4535"
"IMMEDIATE","19812","CLINICAL_PATIENT","4535"
"IMMEDIATE","19814","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19816","CLINICAL_PATIENT","4535"
"IMMEDIATE","19821","CLINICAL_PATIENT","4535"
"IMMEDIATE","19822","CLINICAL_PATIENT","4535"
"IMMEDIATE","19823","CLINICAL_PATIENT","4535"
"IMMEDIATE","19824","CLINICAL_PATIENT","4535"
"IMMEDIATE","19862","CLINICAL_PATIENT","4535"
"IMMEDIATE","19864","CLINICAL_CONDITION","4535"
"IMMEDIATE","19865","CLINICAL_CONDITION","4535"
"IMMEDIATE","19867","CLINICAL_CONDITION","4535"
"IMMEDIATE","19869","CLINICAL_PATIENT","4535"
"IMMEDIATE","19886","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19889","CLINICAL_PATIENT","4535"
"IMMEDIATE","19893","CLINICAL_PATIENT","4535"
"IMMEDIATE","19894","CLINICAL_PATIENT","4535"
"IMMEDIATE","19900","CLINICAL_PATIENT","4535"
"IMMEDIATE","19901","CLINICAL_PATIENT","4535"
"IMMEDIATE","19902","CLINICAL_CONDITION","4535"
"IMMEDIATE","19904","CLINICAL_CONDITION","4535"
"IMMEDIATE","19905","CLINICAL_CONDITION","4535"
"IMMEDIATE","19907","CLINICAL_TREATMENT","4535"
"IMMEDIATE","19910","CLINICAL_PATIENT","4535"
"IMMEDIATE","19912","TREATMENT_LOCATION","4535"
"IMMEDIATE","19922","CLINICAL_PATIENT","4535"
"IMMEDIATE","19935","CLINICAL_TREATMENT","4535"
"IMMEDIATE","20011","CLINICAL_CONDITION","4535"
"IMMEDIATE","20050","CLINICAL_PATIENT","4535"
"IMMEDIATE","20051","CLINICAL_PATIENT","4535"
"IMMEDIATE","20058","CLINICAL_PATIENT","4535"
"IMMEDIATE","20061","CLINICAL_PATIENT","4535"
"IMMEDIATE","20065","CLINICAL_CONDITION","4535"
"IMMEDIATE","20077","CLINICAL_PATIENT","4535"
"IMMEDIATE","20124","CLINICAL_CONDITION","4535"
"IMMEDIATE","20125","CLINICAL_CONDITION","4535"
"IMMEDIATE","20127","CLINICAL_PATIENT","4535"
"IMMEDIATE","20128","CLINICAL_PATIENT","4535"
"IMMEDIATE","20172","CLINICAL_PATIENT","4535"
"IMMEDIATE","20191","CLINICAL_CONDITION","4535"
"IMMEDIATE","20195","CLINICAL_PATIENT","4535"
"IMMEDIATE","20222","CLINICAL_PATIENT","4535"
"IMMEDIATE","20235","CLINICAL_PATIENT","4535"
"IMMEDIATE","20238","CLINICAL_PATIENT","4535"
"IMMEDIATE","20241","CLINICAL_PATIENT","4535"
"IMMEDIATE","20243","CLINICAL_PATIENT","4535"
"IMMEDIATE","20244","CLINICAL_PATIENT","4535"
"IMMEDIATE","20246","CLINICAL_PATIENT","4535"
"IMMEDIATE","20250","CLINICAL_PATIENT","4535"
"IMMEDIATE","20254","CLINICAL_PATIENT","4535"
"IMMEDIATE","20256","CLINICAL_PATIENT","4535"
"IMMEDIATE","20257","CLINICAL_PATIENT","4535"
"IMMEDIATE","20259","CLINICAL_PATIENT","4535"
"IMMEDIATE","20260","CLINICAL_PATIENT","4535"
"IMMEDIATE","20266","CLINICAL_CONDITION","4535"
"IMMEDIATE","20301","CLINICAL_PATIENT","4535"
"IMMEDIATE","20349","CLINICAL_CONDITION","4535"
"IMMEDIATE","20352","CLINICAL_CONDITION","4535"
"IMMEDIATE","20355","CLINICAL_CONDITION","4535"
"IMMEDIATE","20357","CLINICAL_CONDITION","4535"
"IMMEDIATE","20359","CLINICAL_CONDITION","4535"
"IMMEDIATE","20361","CLINICAL_PATIENT","4535"
"IMMEDIATE","20368","CLINICAL_PATIENT","4535"
"IMMEDIATE","20369","CLINICAL_PATIENT","4535"
"IMMEDIATE","20375","CLINICAL_PATIENT","4535"
"IMMEDIATE","20377","CLINICAL_PATIENT","4535"
"IMMEDIATE","20393","CLINICAL_PATIENT","4535"
"IMMEDIATE","20407","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","20408","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","20409","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","20429","CLINICAL_CONDITION","4535"
"IMMEDIATE","20433","CLINICAL_PATIENT","4535"
"IMMEDIATE","20435","CLINICAL_CONDITION","4535"
"IMMEDIATE","20437","CLINICAL_TREATMENT","4535"
"IMMEDIATE","20453","CLINICAL_TREATMENT","4535"
"IMMEDIATE","20465","CLINICAL_PATIENT","4535"
"IMMEDIATE","20468","CLINICAL_PATIENT","4535"
"IMMEDIATE","20469","CLINICAL_PATIENT","4535"
"IMMEDIATE","20471","CLINICAL_TREATMENT","4535"
"IMMEDIATE","20476","CLINICAL_PATIENT","4535"
"IMMEDIATE","20480","CLINICAL_PATIENT","4535"
"IMMEDIATE","20498","POPULATION_AGE","4535"
"IMMEDIATE","20529","CLINICAL_PATIENT","4535"
"IMMEDIATE","20530","CLINICAL_PATIENT","4535"
"IMMEDIATE","20531","CLINICAL_PATIENT","4535"
"IMMEDIATE","20556","CLINICAL_PATIENT","4535"
"IMMEDIATE","20558","CLINICAL_PATIENT","4535"
"IMMEDIATE","20564","CLINICAL_PATIENT","4535"
"IMMEDIATE","20585","CLINICAL_TREATMENT","4535"
"IMMEDIATE","20591","CLINICAL_PATIENT","4535"
"IMMEDIATE","20600","TREATMENT_CARE_TYPE","4535"
"IMMEDIATE","20602","TREATMENT_CARE_TYPE","4535"
"IMMEDIATE","20604","TREATMENT_CARE_TYPE","4535"
"IMMEDIATE","20616","CLINICAL_PATIENT","4535"
"IMMEDIATE","20676","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","20698","CLINICAL_TREATMENT","4535"
"IMMEDIATE","20701","CLINICAL_PATIENT","4535"
"IMMEDIATE","20708","CLINICAL_TREATMENT","4535"
"IMMEDIATE","20722","CLINICAL_CONDITION","4535"
"IMMEDIATE","20723","CLINICAL_CONDITION","4535"
"IMMEDIATE","20730","CLINICAL_PATIENT","4535"
"IMMEDIATE","20731","CLINICAL_PATIENT","4535"
"IMMEDIATE","20733","CLINICAL_TREATMENT","4535"
"IMMEDIATE","20736","CLINICAL_PATIENT","4535"
"IMMEDIATE","20739","CLINICAL_PATIENT","4535"
"IMMEDIATE","20744","CLINICAL_PATIENT","4535"
"IMMEDIATE","20746","CLINICAL_PATIENT","4535"
"IMMEDIATE","20776","CLINICAL_PATIENT","4535"
"IMMEDIATE","20779","CLINICAL_CONDITION","4535"
"IMMEDIATE","20781","CLINICAL_PATIENT","4535"
"IMMEDIATE","20825","CLINICAL_PATIENT","4535"
"IMMEDIATE","20831","CLINICAL_TREATMENT","4535"
"IMMEDIATE","20839","CLINICAL_PATIENT","4535"
"IMMEDIATE","20871","CLINICAL_PATIENT","4535"
"IMMEDIATE","20877","CLINICAL_PATIENT","4535"
"IMMEDIATE","20879","CLINICAL_PATIENT","4535"
"IMMEDIATE","20880","CLINICAL_PATIENT","4535"
"IMMEDIATE","20881","CLINICAL_PATIENT","4535"
"IMMEDIATE","20901","CLINICAL_PATIENT","4535"
"IMMEDIATE","20902","CLINICAL_PATIENT","4535"
"IMMEDIATE","20903","CLINICAL_PATIENT","4535"
"IMMEDIATE","20906","CLINICAL_PATIENT","4535"
"IMMEDIATE","20913","CLINICAL_PATIENT","4535"
"IMMEDIATE","20918","CLINICAL_PATIENT","4535"
"IMMEDIATE","20919","CLINICAL_PATIENT","4535"
"IMMEDIATE","20920","CLINICAL_PATIENT","4535"
"IMMEDIATE","20969","CLINICAL_PATIENT","4535"
"IMMEDIATE","20973","CLINICAL_PATIENT","4535"
"IMMEDIATE","21011","CLINICAL_CONDITION","4535"
"IMMEDIATE","21019","CLINICAL_TREATMENT","4535"
"IMMEDIATE","21044","CLINICAL_TREATMENT","4535"
"IMMEDIATE","21059","CLINICAL_TREATMENT","4535"
"IMMEDIATE","21071","CLINICAL_PATIENT","4535"
"IMMEDIATE","21073","CLINICAL_PATIENT","4535"
"IMMEDIATE","21085","CLINICAL_PATIENT","4535"
"IMMEDIATE","21087","CLINICAL_PATIENT","4535"
"IMMEDIATE","21089","CLINICAL_PATIENT","4535"
"IMMEDIATE","21103","CLINICAL_PATIENT","4535"
"IMMEDIATE","21120","CLINICAL_PATIENT","4535"
"IMMEDIATE","21191","CLINICAL_CONDITION","4535"
"IMMEDIATE","21214","CLINICAL_PATIENT","4535"
"IMMEDIATE","21217","CLINICAL_PATIENT","4535"
"IMMEDIATE","21260","CLINICAL_PATIENT","4535"
"IMMEDIATE","21291","CLINICAL_PATIENT","4535"
"IMMEDIATE","21298","CLINICAL_PATIENT","4535"
"IMMEDIATE","21344","CLINICAL_TREATMENT","4535"
"IMMEDIATE","21354","CLINICAL_PATIENT","4535"
"IMMEDIATE","21355","CLINICAL_PATIENT","4535"
"IMMEDIATE","21400","CLINICAL_PATIENT","4535"
"IMMEDIATE","21402","CLINICAL_PATIENT","4535"
"IMMEDIATE","21406","CLINICAL_PATIENT","4535"
"IMMEDIATE","21414","CLINICAL_PATIENT","4535"
"IMMEDIATE","21419","POPULATION_OTHER","4535"
"IMMEDIATE","21421","CLINICAL_CONDITION","4535"
"IMMEDIATE","21422","CLINICAL_PATIENT","4535"
"IMMEDIATE","21441","CLINICAL_PATIENT","4535"
"IMMEDIATE","21442","CLINICAL_PATIENT","4535"
"IMMEDIATE","21443","CLINICAL_PATIENT","4535"
"IMMEDIATE","21444","CLINICAL_PATIENT","4535"
"IMMEDIATE","21451","CLINICAL_PATIENT","4535"
"IMMEDIATE","21472","CLINICAL_TREATMENT","4535"
"IMMEDIATE","21498","CLINICAL_PATIENT","4535"
"IMMEDIATE","21502","CLINICAL_PATIENT","4535"
"IMMEDIATE","21504","CLINICAL_PATIENT","4535"
"IMMEDIATE","21512","CLINICAL_PATIENT","4535"
"IMMEDIATE","21534","CLINICAL_PATIENT","4535"
"IMMEDIATE","21538","CLINICAL_TREATMENT","4535"
"IMMEDIATE","21551","CLINICAL_PATIENT","4535"
"IMMEDIATE","21572","CLINICAL_PATIENT","4535"
"IMMEDIATE","21574","CLINICAL_TREATMENT","4535"
"IMMEDIATE","21595","CLINICAL_PATIENT","4535"
"IMMEDIATE","21598","CLINICAL_PATIENT","4535"
"IMMEDIATE","21600","CLINICAL_CONDITION","4535"
"IMMEDIATE","21602","CLINICAL_PATIENT","4535"
"IMMEDIATE","21614","CLINICAL_PATIENT","4535"
"IMMEDIATE","21636","CLINICAL_PATIENT","4535"
"IMMEDIATE","21637","CLINICAL_PATIENT","4535"
"IMMEDIATE","21638","CLINICAL_PATIENT","4535"
"IMMEDIATE","21643","CLINICAL_PATIENT","4535"
"IMMEDIATE","21652","CLINICAL_PATIENT","4535"
"IMMEDIATE","21673","CLINICAL_PATIENT","4535"
"IMMEDIATE","21687","CLINICAL_PATIENT","4535"
"IMMEDIATE","21688","CLINICAL_PATIENT","4535"
"IMMEDIATE","21689","CLINICAL_PATIENT","4535"
"IMMEDIATE","21735","CLINICAL_CONDITION","4535"
"IMMEDIATE","21758","CLINICAL_PATIENT","4535"
"IMMEDIATE","21760","CLINICAL_PATIENT","4535"
"IMMEDIATE","21806","CLINICAL_CONDITION","4535"
"IMMEDIATE","21808","CLINICAL_PATIENT","4535"
"IMMEDIATE","21812","CLINICAL_PATIENT","4535"
"IMMEDIATE","21813","CLINICAL_PATIENT","4535"
"IMMEDIATE","21827","CLINICAL_PATIENT","4535"
"IMMEDIATE","21893","CLINICAL_TREATMENT","4535"
"IMMEDIATE","21911","CLINICAL_CONDITION","4535"
"IMMEDIATE","21913","CLINICAL_TREATMENT","4535"
"IMMEDIATE","21933","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","21953","CLINICAL_PATIENT","4535"
"IMMEDIATE","21954","CLINICAL_PATIENT","4535"
"IMMEDIATE","21983","CLINICAL_PATIENT","4535"
"IMMEDIATE","21985","CLINICAL_PATIENT","4535"
"IMMEDIATE","21986","CLINICAL_PATIENT","4535"
"IMMEDIATE","21993","CLINICAL_PATIENT","4535"
"IMMEDIATE","21994","CLINICAL_PATIENT","4535"
"IMMEDIATE","22003","CLINICAL_PATIENT","4535"
"IMMEDIATE","22008","CLINICAL_PATIENT","4535"
"IMMEDIATE","22010","CLINICAL_PATIENT","4535"
"IMMEDIATE","22011","CLINICAL_PATIENT","4535"
"IMMEDIATE","22021","CLINICAL_PATIENT","4535"
"IMMEDIATE","22022","CLINICAL_PATIENT","4535"
"IMMEDIATE","22023","CLINICAL_PATIENT","4535"
"IMMEDIATE","22037","CLINICAL_PATIENT","4535"
"IMMEDIATE","22052","CLINICAL_PATIENT","4535"
"IMMEDIATE","22053","CLINICAL_PATIENT","4535"
"IMMEDIATE","22068","CLINICAL_PATIENT","4535"
"IMMEDIATE","22080","CLINICAL_TREATMENT","4535"
"IMMEDIATE","22082","POPULATION_AGE","4535"
"IMMEDIATE","22094","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","22103","CLINICAL_TREATMENT","4535"
"IMMEDIATE","22121","CLINICAL_PATIENT","4535"
"IMMEDIATE","22122","CLINICAL_PATIENT","4535"
"IMMEDIATE","22194","CLINICAL_CONDITION","4535"
"IMMEDIATE","22197","CLINICAL_PATIENT","4535"
"IMMEDIATE","22200","POPULATION_OTHER","4535"
"IMMEDIATE","22210","CLINICAL_PATIENT","4535"
"IMMEDIATE","22212","CLINICAL_PATIENT","4535"
"IMMEDIATE","22218","CLINICAL_PATIENT","4535"
"IMMEDIATE","22225","CLINICAL_PATIENT","4535"
"IMMEDIATE","22226","CLINICAL_PATIENT","4535"
"IMMEDIATE","22227","CLINICAL_PATIENT","4535"
"IMMEDIATE","22229","CLINICAL_TREATMENT","4535"
"IMMEDIATE","22242","CLINICAL_PATIENT","4535"
"IMMEDIATE","22243","CLINICAL_PATIENT","4535"
"IMMEDIATE","22244","CLINICAL_PATIENT","4535"
"IMMEDIATE","22249","CLINICAL_CONDITION","4535"
"IMMEDIATE","22250","CLINICAL_CONDITION","4535"
"IMMEDIATE","22251","CLINICAL_CONDITION","4535"
"IMMEDIATE","22276","CLINICAL_TREATMENT","4535"
"IMMEDIATE","22295","CLINICAL_CONDITION","4535"
"IMMEDIATE","22299","CLINICAL_PATIENT","4535"
"IMMEDIATE","22306","CLINICAL_PATIENT","4535"
"IMMEDIATE","22310","CLINICAL_PATIENT","4535"
"IMMEDIATE","22315","CLINICAL_CONDITION","4535"
"IMMEDIATE","22394","CLINICAL_CONDITION","4535"
"IMMEDIATE","22396","TREATMENT_PRESCRIBER","4535"
"IMMEDIATE","22398","CLINICAL_PATIENT","4535"
"IMMEDIATE","22399","CLINICAL_PATIENT","4535"
"IMMEDIATE","22400","CLINICAL_PATIENT","4535"
"IMMEDIATE","22434","POPULATION_OTHER","4535"
"IMMEDIATE","22440","CLINICAL_PATIENT","4535"
"IMMEDIATE","22460","CLINICAL_PATIENT","4535"
"IMMEDIATE","22462","CLINICAL_PATIENT","4535"
"IMMEDIATE","22474","CLINICAL_PATIENT","4535"
"IMMEDIATE","22497","CLINICAL_PATIENT","4535"
"IMMEDIATE","22498","CLINICAL_PATIENT","4535"
"IMMEDIATE","22499","CLINICAL_PATIENT","4535"
"IMMEDIATE","22510","CLINICAL_PATIENT","4535"
"IMMEDIATE","22511","CLINICAL_PATIENT","4535"
"IMMEDIATE","22517","CLINICAL_PATIENT","4535"
"IMMEDIATE","22518","CLINICAL_PATIENT","4535"
"IMMEDIATE","22538","CLINICAL_PATIENT","4535"
"IMMEDIATE","22564","CLINICAL_CONDITION","4535"
"IMMEDIATE","22571","CLINICAL_PATIENT","4535"
"IMMEDIATE","22593","CLINICAL_PATIENT","4535"
"IMMEDIATE","22600","CLINICAL_PATIENT","4535"
"IMMEDIATE","22612","CLINICAL_PATIENT","4535"
"IMMEDIATE","22615","POPULATION_AGE","4535"
"IMMEDIATE","22634","CLINICAL_PATIENT","4535"
"IMMEDIATE","22636","CLINICAL_TREATMENT","4535"
"IMMEDIATE","22649","CLINICAL_PATIENT","4535"
"IMMEDIATE","22651","CLINICAL_CONDITION","4535"
"IMMEDIATE","22653","CLINICAL_TREATMENT","4535"
"IMMEDIATE","22662","CLINICAL_PATIENT","4535"
"IMMEDIATE","22665","CLINICAL_PATIENT","4535"
"IMMEDIATE","22667","CLINICAL_TREATMENT","4535"
"IMMEDIATE","22669","CLINICAL_PATIENT","4535"
"IMMEDIATE","22671","CLINICAL_PATIENT","4535"
"IMMEDIATE","22674","CLINICAL_CONDITION","4535"
"IMMEDIATE","22676","CLINICAL_PATIENT","4535"
